hex,lat,lon,n_focos,brillo_medio,brillo_max,frp_medio,frp_max,brillo_t31_medio,pct_noche,pct_verano,pct_conf_alta,n_anios_activo,mes_pico,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,cobertura_veg,dist_asentamiento_km,dist_ruta_km
85ce947bfffffff,-40.764,-67.424,6.0,344.45,351.38,13.978,33.05,310.157,0.0,0.667,0.0,1.0,12.0,593.0,12.45,208.05,5.77,51.37,matorral,31.64,25.942
85ce948bfffffff,-41.365,-67.558,1.0,343.74,343.74,8.35,8.35,317.4,0.0,1.0,0.0,1.0,12.0,1122.0,8.14,200.75,6.47,60.7,pastizal,60.507,70.858
85ce948ffffffff,-41.309,-67.725,6.0,351.843,367.0,28.393,42.29,317.928,0.0,1.0,0.167,1.0,12.0,1146.0,8.14,200.75,6.47,60.7,pastizal,53.975,57.067
85ce9497fffffff,-41.54,-67.814,1.0,328.64,328.64,0.63,0.63,290.64,0.0,0.0,0.0,1.0,8.0,1039.0,8.14,200.75,6.47,60.7,pastizal,32.205,70.814
85ce94a3fffffff,-41.197,-68.058,1.0,331.04,331.04,0.36,0.36,298.52,0.0,0.0,0.0,1.0,11.0,887.0,9.78,189.8,6.32,57.79,pastizal,38.997,29.634
85ce94b3fffffff,-41.34,-68.02,2.0,337.245,340.19,5.795,11.05,303.685,0.0,0.5,0.0,2.0,4.0,1111.0,9.78,189.8,6.32,57.79,pastizal,38.313,42.977
85ce94cffffffff,-41.191,-67.305,70.0,350.893,367.0,17.975,154.7,302.435,0.071,1.0,0.371,2.0,1.0,1049.0,8.14,200.75,6.47,60.7,pastizal,75.98,71.073
85ce94d7fffffff,-41.421,-67.392,1.0,337.1,337.1,0.14,0.14,304.31,0.0,0.0,0.0,1.0,3.0,1131.0,8.14,200.75,6.47,60.7,pastizal,69.803,85.09
85ce9503fffffff,-40.68,-68.798,3.0,329.28,334.89,2.753,5.26,291.48,0.0,0.0,0.0,2.0,7.0,1212.0,8.42,233.6,6.43,61.99,pastizal,62.73,54.115
85ce9507fffffff,-40.621,-68.964,2.0,334.7,335.47,2.235,2.55,292.4,0.0,0.0,0.0,2.0,7.0,1224.0,8.42,233.6,6.43,61.99,pastizal,59.417,66.216
85ce950ffffffff,-40.536,-68.834,3.0,339.837,356.42,10.117,14.29,281.68,0.0,0.0,0.0,2.0,8.0,1193.0,8.42,233.6,6.43,61.99,suelo_desnudo,67.427,68.495
85ce9523fffffff,-40.418,-69.165,1.0,340.04,340.04,0.17,0.17,294.0,0.0,0.0,0.0,1.0,11.0,1242.0,7.34,372.3,6.12,67.4,pastizal,38.197,82.114
85ce9527fffffff,-40.359,-69.33,4.0,335.428,342.51,15.927,43.76,286.625,0.0,0.0,0.0,1.0,8.0,1238.0,7.34,372.3,6.12,67.4,pastizal,25.174,69.02
85ce952bfffffff,-40.333,-69.035,5.0,331.172,337.97,2.718,5.66,296.218,0.2,0.2,0.0,3.0,10.0,1116.0,7.34,372.3,6.12,67.4,pastizal,50.27,80.268
85ce952ffffffff,-40.274,-69.2,3.0,328.867,329.8,2.787,3.99,285.987,0.0,0.0,0.0,2.0,7.0,1115.0,7.34,372.3,6.12,67.4,pastizal,38.937,67.149
85ce954ffffffff,-40.423,-68.411,1.0,330.7,330.7,2.16,2.16,293.79,0.0,0.0,0.0,1.0,8.0,1070.0,10.13,200.75,6.37,56.71,pastizal,54.024,48.681
85ce955bfffffff,-40.624,-68.209,3.0,336.43,339.14,4.03,5.66,297.34,0.0,0.0,0.0,1.0,9.0,1100.0,10.13,200.75,6.37,56.71,pastizal,26.352,20.628
85ce9577fffffff,-40.392,-68.87,1.0,327.41,327.41,0.17,0.17,278.26,0.0,0.0,0.0,1.0,7.0,1134.0,8.42,233.6,6.43,61.99,suelo_desnudo,63.371,80.427
85ce958bfffffff,-40.968,-68.725,1.0,334.02,334.02,1.18,1.18,302.55,0.0,1.0,0.0,1.0,12.0,1231.0,8.36,222.65,6.31,62.32,pastizal,31.126,22.817
85ce958ffffffff,-40.909,-68.892,5.0,348.408,367.0,41.518,134.33,313.75,0.0,0.2,0.2,3.0,3.0,1499.0,8.36,222.65,6.31,62.32,pastizal,40.784,36.462
85ce9597fffffff,-41.14,-68.987,1.0,332.8,332.8,1.49,1.49,291.01,0.0,0.0,0.0,1.0,8.0,1008.0,8.36,222.65,6.31,62.32,pastizal,26.744,15.487
85ce959bfffffff,-41.112,-68.689,1.0,339.33,339.33,0.26,0.26,292.87,0.0,0.0,0.0,1.0,9.0,992.0,8.36,222.65,6.31,62.32,pastizal,15.109,8.388
85ce95bbfffffff,-40.851,-69.059,1.0,346.63,346.63,8.67,8.67,300.02,0.0,0.0,0.0,1.0,9.0,1188.0,8.77,343.1,5.72,63.42,suelo_desnudo,53.279,47.69
85ce95c7fffffff,-40.882,-68.595,1.0,327.95,327.95,0.22,0.22,280.51,0.0,0.0,0.0,1.0,5.0,1088.0,9.78,189.8,6.32,57.79,pastizal,41.59,26.852
85ce95d3fffffff,-41.083,-68.392,1.0,330.2,330.2,3.38,3.38,280.51,0.0,0.0,0.0,1.0,5.0,959.0,9.78,189.8,6.32,57.79,pastizal,31.813,0.687
85ce95d7fffffff,-41.025,-68.558,3.0,333.613,344.01,4.39,6.65,284.953,0.0,0.0,0.0,2.0,8.0,1002.0,9.78,189.8,6.32,57.79,pastizal,27.433,11.502
85ce9603fffffff,-40.474,-66.765,1.0,328.86,328.86,0.37,0.37,280.39,0.0,0.0,0.0,1.0,5.0,247.0,14.13,229.95,5.17,49.25,matorral,42.27,0.944
85ce9613fffffff,-40.615,-66.724,1.0,344.63,344.63,9.51,9.51,300.5,0.0,0.0,0.0,1.0,9.0,349.0,14.13,229.95,5.17,49.25,matorral,47.057,13.136
85ce9617fffffff,-40.561,-66.887,13.0,344.684,367.0,21.315,117.89,304.036,0.0,0.231,0.231,6.0,11.0,374.0,14.13,229.95,5.17,49.25,matorral,32.222,11.987
85ce9627fffffff,-40.167,-67.292,1.0,339.01,339.01,0.25,0.25,309.37,0.0,1.0,0.0,1.0,2.0,385.0,14.88,237.25,4.83,48.73,matorral,37.887,37.075
85ce9637fffffff,-40.309,-67.253,3.0,340.083,343.15,6.39,7.9,305.69,0.0,1.0,0.0,1.0,12.0,431.0,14.88,237.25,4.83,48.73,matorral,22.097,21.086
85ce964bfffffff,-40.27,-66.239,4.0,342.795,349.28,16.42,38.31,309.485,0.0,0.0,0.0,1.0,3.0,149.0,14.86,251.85,4.92,49.39,matorral,45.398,36.437
85ce9657fffffff,-40.443,-66.48,1.0,350.25,350.25,23.91,23.91,319.69,0.0,1.0,0.0,1.0,1.0,145.0,14.86,251.85,4.92,49.39,matorral,37.013,8.549
85ce9663fffffff,-40.107,-66.723,1.0,328.14,328.14,0.05,0.05,284.9,0.0,0.0,0.0,1.0,7.0,262.0,14.88,237.25,4.83,48.73,matorral,63.793,39.194
85ce9677fffffff,-40.193,-66.845,1.0,337.56,337.56,0.34,0.34,280.56,0.0,0.0,0.0,1.0,8.0,317.0,14.88,237.25,4.83,48.73,matorral,49.725,28.774
85ce9683fffffff,-40.843,-66.806,6.0,340.623,367.0,3.763,6.28,300.272,0.167,0.5,0.167,4.0,2.0,603.0,11.65,222.65,5.89,52.25,matorral,53.566,38.766
85ce9687fffffff,-40.788,-66.97,2.0,343.845,348.46,5.55,6.9,293.79,0.0,0.0,0.0,2.0,8.0,527.0,11.65,222.65,5.89,52.25,matorral,39.72,36.255
85ce968bfffffff,-40.757,-66.683,9.0,334.384,344.3,3.421,5.95,298.481,0.111,0.333,0.0,5.0,9.0,354.0,11.65,222.65,5.89,52.25,matorral,44.505,26.653
85ce968ffffffff,-40.702,-66.847,4.0,342.785,352.18,4.95,7.84,310.912,0.0,0.5,0.0,2.0,1.0,440.0,11.65,222.65,5.89,52.25,matorral,41.177,24.229
85ce9693fffffff,-40.985,-66.766,4.0,334.302,343.08,5.572,12.59,291.98,0.0,0.0,0.0,4.0,3.0,700.0,11.65,222.65,5.89,52.25,matorral,60.951,51.879
85ce9697fffffff,-40.93,-66.93,1.0,334.64,334.64,3.28,3.28,308.75,0.0,0.0,0.0,1.0,10.0,701.0,11.65,222.65,5.89,52.25,pastizal,54.627,50.482
85ce969bfffffff,-40.898,-66.642,21.0,339.055,367.0,10.294,56.69,302.53,0.095,0.381,0.095,7.0,2.0,567.0,11.65,222.65,5.89,52.25,matorral,47.006,38.794
85ce96a7fffffff,-40.536,-67.338,1.0,334.0,334.0,5.94,5.94,301.73,0.0,1.0,0.0,1.0,12.0,500.0,14.13,229.95,5.17,49.25,matorral,7.226,2.102
85ce96abfffffff,-40.506,-67.051,1.0,351.21,351.21,0.7,0.7,313.65,0.0,1.0,0.0,1.0,12.0,400.0,14.13,229.95,5.17,49.25,matorral,17.838,4.27
85ce96affffffff,-40.45,-67.214,3.0,349.65,367.0,9.037,12.47,294.94,0.0,0.0,0.333,1.0,9.0,454.0,14.13,229.95,5.17,49.25,matorral,7.528,5.4
85ce96b3fffffff,-40.733,-67.135,5.0,338.88,346.15,5.076,7.71,302.622,0.0,0.0,0.0,3.0,11.0,513.0,14.13,229.95,5.17,49.25,matorral,27.259,26.552
85ce96bbfffffff,-40.647,-67.011,10.0,344.96,367.0,10.583,15.73,307.241,0.0,0.0,0.1,3.0,3.0,409.0,14.13,229.95,5.17,49.25,matorral,26.256,20.259
85ce96c3fffffff,-40.724,-66.398,24.0,344.148,367.0,10.176,57.23,296.43,0.042,0.042,0.042,8.0,3.0,283.0,14.86,251.85,4.92,49.39,matorral,20.168,12.884
85ce96cbfffffff,-40.637,-66.276,13.0,337.728,357.03,8.896,31.09,288.568,0.154,0.0,0.0,5.0,8.0,234.0,14.86,251.85,4.92,49.39,matorral,10.11,0.446
85ce96d3fffffff,-40.865,-66.356,35.0,339.93,367.0,10.274,80.62,297.87,0.171,0.314,0.057,9.0,8.0,445.0,14.86,251.85,4.92,49.39,matorral,26.159,25.514
85ce96d7fffffff,-40.811,-66.52,9.0,358.501,367.0,11.872,22.54,312.374,0.0,0.0,0.556,1.0,3.0,372.0,14.86,251.85,4.92,49.39,matorral,33.297,25.564
85ce96dbfffffff,-40.778,-66.235,22.0,340.89,367.0,8.038,24.64,293.348,0.136,0.045,0.045,7.0,9.0,312.0,14.86,251.85,4.92,49.39,matorral,12.425,11.757
85ce9803fffffff,-38.244,-70.408,74.0,339.023,367.0,10.675,71.21,298.296,0.027,0.162,0.0,11.0,4.0,1423.0,8.57,642.4,4.58,62.68,pastizal,26.301,26.962
85ce9807fffffff,-38.181,-70.569,51.0,337.317,367.0,9.098,33.28,298.018,0.118,0.098,0.02,12.0,10.0,1172.0,8.57,642.4,4.58,62.68,pastizal,12.769,37.092
85ce980bfffffff,-38.163,-70.279,8.0,335.959,345.99,11.194,67.1,303.571,0.0,0.0,0.0,5.0,9.0,925.0,8.57,642.4,4.58,62.68,pastizal,31.132,15.061
85ce980ffffffff,-38.101,-70.439,44.0,343.041,367.0,8.306,33.57,294.647,0.0,0.045,0.136,8.0,7.0,1357.0,8.57,642.4,4.58,62.68,pastizal,15.725,29.962
85ce9813fffffff,-38.388,-70.377,10.0,342.148,367.0,6.972,20.9,301.158,0.1,0.4,0.1,4.0,1.0,1099.0,8.57,642.4,4.58,62.68,pastizal,15.222,14.202
85ce9817fffffff,-38.325,-70.538,8.0,333.765,346.02,5.351,19.73,297.524,0.125,0.125,0.0,7.0,9.0,874.0,8.57,642.4,4.58,62.68,pastizal,26.792,20.996
85ce981bfffffff,-38.307,-70.248,8.0,352.744,367.0,27.968,53.65,325.428,0.0,1.0,0.25,3.0,12.0,1185.0,8.57,642.4,4.58,62.68,pastizal,22.039,14.834
85ce9823fffffff,-37.975,-70.759,80.0,337.638,367.0,9.308,56.09,290.349,0.05,0.0,0.025,10.0,8.0,1245.0,8.57,642.4,4.58,62.68,pastizal,16.475,60.144
85ce9833fffffff,-38.118,-70.729,496.0,336.73,367.0,11.757,94.13,289.118,0.335,0.095,0.093,12.0,4.0,1151.0,8.57,642.4,4.58,62.68,pastizal,11.278,47.103
85ce9837fffffff,-38.055,-70.889,157.0,340.881,367.0,12.157,97.89,295.917,0.083,0.146,0.115,11.0,4.0,1769.0,8.57,642.4,4.58,62.68,pastizal,24.136,57.804
85ce983bfffffff,-38.038,-70.599,55.0,335.097,367.0,4.966,20.16,294.168,0.145,0.091,0.055,11.0,9.0,978.0,8.57,642.4,4.58,62.68,pastizal,3.815,44.92
85ce9847fffffff,-38.083,-70.151,6.0,339.263,349.95,7.473,20.79,305.93,0.0,0.167,0.0,4.0,3.0,874.0,11.25,496.4,4.22,55.95,pastizal,37.606,6.07
85ce984bfffffff,-38.064,-69.864,8.0,338.006,346.04,5.639,14.66,301.834,0.0,0.0,0.0,4.0,8.0,666.0,11.25,496.4,4.22,55.95,suelo_desnudo,29.462,17.742
85ce984ffffffff,-38.002,-70.023,1.0,329.4,329.4,0.55,0.55,296.65,0.0,0.0,0.0,1.0,4.0,1125.0,11.25,496.4,4.22,55.95,suelo_desnudo,40.409,3.027
85ce9853fffffff,-38.288,-69.96,3.0,345.847,367.0,16.003,43.85,308.357,0.0,0.333,0.333,2.0,10.0,692.0,11.25,496.4,4.22,55.95,pastizal,13.426,9.048
85ce9857fffffff,-38.226,-70.12,2.0,343.51,344.72,12.875,16.34,302.225,0.0,0.0,0.0,1.0,8.0,793.0,11.25,496.4,4.22,55.95,pastizal,21.665,2.122
85ce985bfffffff,-38.207,-69.832,3.0,295.687,296.59,0.463,0.5,278.09,1.0,0.0,0.0,1.0,5.0,804.0,11.25,496.4,4.22,55.95,pastizal,13.395,21.172
85ce9873fffffff,-38.02,-70.311,2.0,338.2,343.44,10.495,13.6,304.335,0.0,0.0,0.0,2.0,5.0,1187.0,8.57,642.4,4.58,62.68,matorral,27.352,21.689
85ce9877fffffff,-37.958,-70.47,26.0,339.068,367.0,7.643,20.07,286.182,0.038,0.0,0.077,10.0,5.0,1440.0,8.57,642.4,4.58,62.68,pastizal,17.849,34.849
85ce9883fffffff,-38.613,-70.476,106.0,336.581,367.0,14.285,215.13,287.916,0.151,0.057,0.047,11.0,8.0,934.0,8.02,675.25,4.73,66.42,pastizal,11.014,10.501
85ce9887fffffff,-38.55,-70.637,425.0,340.853,367.0,29.085,487.21,294.033,0.449,0.579,0.186,5.0,1.0,1113.0,8.02,675.25,4.73,66.42,pastizal,20.254,1.338
85ce988bfffffff,-38.531,-70.346,13.0,328.089,351.73,3.798,8.23,290.276,0.308,0.231,0.0,7.0,8.0,762.0,8.02,675.25,4.73,66.42,pastizal,1.634,1.643
85ce988ffffffff,-38.469,-70.507,17.0,343.181,367.0,29.67,124.29,310.435,0.235,0.706,0.059,5.0,1.0,775.0,8.02,675.25,4.73,66.42,pastizal,13.625,5.158
85ce9893fffffff,-38.757,-70.445,268.0,339.918,367.0,15.574,159.57,296.113,0.157,0.239,0.146,12.0,8.0,1263.0,8.02,675.25,4.73,66.42,matorral,17.08,12.982
85ce9897fffffff,-38.694,-70.607,196.0,336.84,367.0,14.958,176.68,290.698,0.23,0.066,0.066,9.0,8.0,1461.0,8.02,675.25,4.73,66.42,pastizal,19.341,13.352
85ce989bfffffff,-38.675,-70.315,75.0,347.035,367.0,22.0,120.25,306.181,0.053,0.333,0.147,10.0,3.0,1011.0,8.02,675.25,4.73,66.42,pastizal,14.117,0.358
85ce98a3fffffff,-38.343,-70.829,246.0,339.98,367.0,18.884,241.17,297.549,0.341,0.411,0.134,12.0,4.0,1603.0,8.02,675.25,4.73,66.42,pastizal,35.05,27.014
85ce98a7fffffff,-38.279,-70.99,130.0,338.174,367.0,30.397,282.12,304.036,0.262,0.1,0.092,11.0,3.0,1834.0,8.02,675.25,4.73,66.42,pastizal,40.2,41.071
85ce98abfffffff,-38.262,-70.698,13.0,331.372,350.9,21.464,95.94,298.286,0.462,0.769,0.0,4.0,12.0,1213.0,8.02,675.25,4.73,66.42,matorral,22.329,30.927
85ce98affffffff,-38.199,-70.859,241.0,340.533,367.0,24.945,234.91,302.925,0.295,0.008,0.154,10.0,3.0,1474.0,8.02,675.25,4.73,66.42,pastizal,25.679,42.172
85ce98b3fffffff,-38.487,-70.799,559.0,339.518,367.0,21.989,249.29,297.536,0.369,0.052,0.14,11.0,4.0,1806.0,8.02,675.25,4.73,66.42,pastizal,19.176,13.042
85ce98b7fffffff,-38.423,-70.96,37.0,340.327,367.0,13.804,77.86,301.914,0.162,0.081,0.189,9.0,3.0,1654.0,8.02,675.25,4.73,66.42,pastizal,28.662,26.705
85ce98bbfffffff,-38.406,-70.668,158.0,342.958,367.0,31.063,179.68,305.207,0.253,0.829,0.215,7.0,1.0,1010.0,8.02,675.25,4.73,66.42,pastizal,29.334,14.738
85ce98c3fffffff,-38.512,-70.056,3.0,339.14,342.47,6.3,12.22,309.4,0.0,0.333,0.0,2.0,9.0,1067.0,10.97,591.3,4.56,59.0,pastizal,11.708,8.476
85ce98c7fffffff,-38.45,-70.217,2.0,323.77,351.33,3.215,6.3,289.365,0.5,0.5,0.0,2.0,2.0,1088.0,10.97,591.3,4.56,59.0,suelo_desnudo,15.189,5.706
85ce98cffffffff,-38.369,-70.088,9.0,342.674,367.0,5.504,9.25,296.749,0.111,0.222,0.222,6.0,8.0,847.0,10.97,591.3,4.56,59.0,pastizal,6.571,0.485
85ce98d3fffffff,-38.655,-70.024,2.0,335.225,338.39,4.06,5.61,291.32,0.0,0.0,0.0,2.0,9.0,781.0,10.97,591.3,4.56,59.0,matorral,11.584,20.696
85ce98d7fffffff,-38.594,-70.185,2.0,313.85,330.68,1.27,2.41,286.01,0.5,0.5,0.0,2.0,2.0,1144.0,10.97,591.3,4.56,59.0,pastizal,16.869,10.25
85ce98dbfffffff,-38.574,-69.895,6.0,348.523,367.0,12.643,27.74,297.767,0.0,0.667,0.333,2.0,1.0,806.0,10.97,591.3,4.56,59.0,suelo_desnudo,9.602,23.652
85ce9983fffffff,-38.167,-71.605,8.0,317.108,345.77,4.898,21.36,286.135,0.75,0.0,0.0,2.0,3.0,776.0,10.39,872.35,2.1,72.28,bosque,84.918,82.905
85ce9987fffffff,-38.102,-71.766,145.0,332.546,367.0,24.506,261.01,291.292,0.538,0.021,0.062,4.0,4.0,1158.0,10.39,872.35,2.1,72.28,bosque,97.756,98.333
85ce998bfffffff,-38.087,-71.472,7.0,325.634,338.82,4.201,9.49,288.229,0.143,0.143,0.0,6.0,10.0,1156.0,10.39,872.35,2.1,72.28,bosque,75.413,81.433
85ce9993fffffff,-38.312,-71.576,3.0,303.81,310.55,0.997,1.03,285.817,1.0,1.0,0.0,1.0,2.0,1744.0,10.39,872.35,2.1,72.28,bosque,69.349,71.075
85ce9997fffffff,-38.247,-71.738,232.0,330.585,367.0,72.976,646.98,292.331,0.444,0.0,0.073,1.0,3.0,1410.0,10.39,872.35,2.1,72.28,bosque,82.778,86.869
85ce999bfffffff,-38.231,-71.444,28.0,320.428,367.0,4.992,35.81,287.746,0.571,0.5,0.071,3.0,3.0,1110.0,10.39,872.35,2.1,72.28,bosque,71.997,67.708
85ce99b3fffffff,-38.036,-71.927,310.0,329.336,367.0,10.648,160.95,294.071,0.558,0.874,0.045,6.0,2.0,411.0,10.39,872.35,2.1,72.28,bosque,111.402,113.909
85ce99b7fffffff,-37.971,-72.088,544.0,327.841,367.0,11.259,139.44,293.858,0.564,0.553,0.055,12.0,2.0,467.0,10.39,872.35,2.1,72.28,bosque,125.601,129.589
85ce99bbfffffff,-37.957,-71.794,4.0,333.768,367.0,4.385,6.92,287.708,0.25,0.0,0.25,2.0,9.0,801.0,10.39,872.35,2.1,72.28,bosque,104.499,110.995
85ce99c3fffffff,-38.071,-71.18,229.0,337.921,367.0,12.374,121.34,298.724,0.236,0.341,0.127,12.0,1.0,1973.0,6.24,781.1,3.3,72.19,bosque,49.68,69.475
85ce99c7fffffff,-38.007,-71.34,32.0,336.535,367.0,15.03,75.34,295.758,0.125,0.0,0.156,7.0,10.0,1573.0,6.24,781.1,3.3,72.19,pastizal,64.197,82.504
85ce99cbfffffff,-37.991,-71.049,88.0,334.592,367.0,8.514,44.92,292.863,0.216,0.148,0.057,10.0,4.0,2031.0,6.24,781.1,3.3,72.19,suelo_desnudo,39.163,70.404
85ce99d3fffffff,-38.215,-71.151,20.0,336.417,356.42,10.0,23.54,298.197,0.1,0.0,0.0,6.0,3.0,1427.0,6.24,781.1,3.3,72.19,bosque,49.739,54.283
85ce99d7fffffff,-38.151,-71.312,1.0,333.87,333.87,2.4,2.4,299.49,0.0,0.0,0.0,1.0,11.0,1093.0,6.24,781.1,3.3,72.19,bosque,61.89,67.428
85ce99dbfffffff,-38.135,-71.019,106.0,341.207,367.0,23.33,151.08,303.537,0.226,0.33,0.17,8.0,3.0,2033.0,6.24,781.1,3.3,72.19,pastizal,36.285,55.41
85ce9a83fffffff,-38.045,-69.579,11.0,311.805,337.23,2.414,8.49,280.479,0.727,0.0,0.0,3.0,8.0,1320.0,12.89,299.3,4.55,52.15,pastizal,37.523,42.279
85ce9a93fffffff,-38.187,-69.546,11.0,304.367,337.07,0.935,4.99,286.93,0.909,0.909,0.0,1.0,1.0,1237.0,12.89,299.3,4.55,52.15,pastizal,28.205,46.051
85ce9a97fffffff,-38.126,-69.705,2.0,342.8,346.94,2.51,3.31,312.01,0.0,0.5,0.0,2.0,3.0,743.0,12.89,299.3,4.55,52.15,pastizal,24.284,32.781
85ce9a9bfffffff,-38.106,-69.42,6.0,304.735,316.72,1.312,1.93,274.293,1.0,0.0,0.0,1.0,6.0,972.0,12.89,299.3,4.55,52.15,pastizal,42.431,56.99
85ce9ac3fffffff,-37.944,-69.17,5.0,323.572,341.75,1.878,3.89,295.72,0.6,0.6,0.0,2.0,1.0,386.0,12.89,299.3,4.55,52.15,matorral,56.07,77.678
85ce9ad3fffffff,-38.085,-69.136,539.0,313.489,367.0,1.743,11.65,284.557,0.837,0.234,0.004,9.0,4.0,329.0,12.89,299.3,4.55,52.15,matorral,42.185,81.454
85ce9ad7fffffff,-38.025,-69.295,25.0,307.929,351.83,0.896,4.12,284.995,0.88,0.4,0.0,10.0,1.0,594.0,12.89,299.3,4.55,52.15,pastizal,56.644,67.174
85ce9adbfffffff,-38.004,-69.012,6.0,317.738,338.1,2.612,7.42,289.633,0.5,0.333,0.0,5.0,12.0,230.0,12.89,299.3,4.55,52.15,matorral,43.068,92.082
85ce9c03fffffff,-39.251,-70.188,1.0,326.64,326.64,0.1,0.1,274.1,0.0,0.0,0.0,1.0,6.0,1111.0,10.74,503.7,5.26,60.85,suelo_desnudo,8.869,8.442
85ce9c0ffffffff,-39.107,-70.22,2.0,351.79,352.61,9.5,11.11,300.105,0.0,0.0,0.0,1.0,3.0,1171.0,10.74,503.7,5.26,60.85,pastizal,14.288,15.787
85ce9c1bfffffff,-39.313,-70.025,1.0,307.53,307.53,0.13,0.13,283.44,1.0,1.0,0.0,1.0,2.0,710.0,10.74,503.7,5.26,60.85,suelo_desnudo,14.28,6.98
85ce9c23fffffff,-38.983,-70.545,2.0,323.29,325.52,1.4,1.95,275.03,0.5,0.0,0.0,2.0,9.0,1808.0,6.21,646.05,5.47,71.1,pastizal,12.669,34.763
85ce9c2bfffffff,-38.901,-70.414,26.0,336.262,367.0,8.055,40.69,296.638,0.346,0.615,0.038,6.0,2.0,1282.0,6.21,646.05,5.47,71.1,pastizal,14.489,20.203
85ce9c2ffffffff,-38.838,-70.576,124.0,333.259,367.0,10.086,46.06,291.758,0.532,0.766,0.065,6.0,1.0,1624.0,6.21,646.05,5.47,71.1,pastizal,3.648,27.134
85ce9c3bfffffff,-39.045,-70.382,1.0,333.1,333.1,0.7,0.7,307.84,0.0,1.0,0.0,1.0,12.0,1277.0,6.21,646.05,5.47,71.1,pastizal,14.061,25.155
85ce9c43fffffff,-39.147,-69.765,2.0,336.345,337.52,2.465,3.91,301.91,0.0,0.0,0.0,2.0,3.0,952.0,9.57,664.3,4.99,62.69,pastizal,22.426,21.417
85ce9c4bfffffff,-39.065,-69.636,2.0,323.98,346.12,2.165,3.74,287.98,0.5,0.0,0.0,1.0,5.0,931.0,9.57,664.3,4.99,62.69,suelo_desnudo,24.162,12.336
85ce9c4ffffffff,-39.004,-69.798,1.0,330.01,330.01,0.27,0.27,296.9,0.0,0.0,0.0,1.0,10.0,864.0,9.57,664.3,4.99,62.69,pastizal,16.192,10.583
85ce9c53fffffff,-39.291,-69.732,2.0,332.16,332.23,19.065,36.13,291.81,0.0,0.0,0.0,1.0,5.0,616.0,9.57,664.3,4.99,62.69,pastizal,11.106,29.39
85ce9c57fffffff,-39.23,-69.894,1.0,328.03,328.03,0.29,0.29,292.22,0.0,0.0,0.0,1.0,8.0,927.0,9.57,664.3,4.99,62.69,pastizal,12.931,14.318
85ce9c63fffffff,-38.881,-70.121,70.0,301.706,367.0,2.052,28.03,284.839,0.943,0.543,0.014,12.0,1.0,1057.0,9.57,664.3,4.99,62.69,pastizal,5.44,1.417
85ce9c67fffffff,-38.819,-70.283,75.0,341.666,367.0,10.176,77.23,296.588,0.053,0.16,0.133,10.0,8.0,1035.0,9.57,664.3,4.99,62.69,pastizal,7.687,5.733
85ce9c6bfffffff,-38.799,-69.992,14.0,311.921,340.1,1.706,5.41,286.476,0.643,0.357,0.0,8.0,3.0,860.0,9.57,664.3,4.99,62.69,pastizal,5.506,8.859
85ce9c6ffffffff,-38.737,-70.153,3.0,334.807,340.91,3.21,5.72,295.69,0.0,0.0,0.0,3.0,7.0,884.0,9.57,664.3,4.99,62.69,pastizal,9.376,6.889
85ce9c73fffffff,-39.025,-70.089,3.0,347.043,357.78,8.133,11.72,286.663,0.0,0.0,0.0,2.0,8.0,1104.0,9.57,664.3,4.99,62.69,pastizal,13.625,1.603
85ce9c77fffffff,-38.963,-70.251,2.0,333.215,336.3,5.125,5.18,289.81,0.0,0.0,0.0,2.0,6.0,1227.0,9.57,664.3,4.99,62.69,pastizal,14.781,13.392
85ce9c7bfffffff,-38.942,-69.959,1.0,297.67,297.67,0.46,0.46,285.11,1.0,1.0,0.0,1.0,2.0,1010.0,9.57,664.3,4.99,62.69,pastizal,9.688,7.114
85ce9c9bfffffff,-39.684,-70.091,3.0,342.51,346.51,3.633,5.02,299.93,0.0,0.333,0.0,2.0,1.0,818.0,10.74,503.7,5.26,60.85,matorral,15.355,25.129
85ce9ca3fffffff,-39.354,-70.614,2.0,303.335,304.37,1.4,1.4,274.635,1.0,1.0,0.0,1.0,1.0,1541.0,7.54,602.25,5.71,69.28,pastizal,18.694,32.051
85ce9ca7fffffff,-39.291,-70.778,1.0,302.67,302.67,1.94,1.94,285.05,1.0,1.0,0.0,1.0,12.0,1741.0,7.54,602.25,5.71,69.28,pastizal,12.564,47.613
85ce9cabfffffff,-39.272,-70.482,1.0,329.07,329.07,2.87,2.87,289.91,0.0,0.0,0.0,1.0,9.0,1366.0,7.54,602.25,5.71,69.28,pastizal,12.675,30.637
85ce9caffffffff,-39.209,-70.645,15.0,335.478,367.0,18.181,84.73,296.647,0.733,1.0,0.2,1.0,2.0,1967.0,7.54,602.25,5.71,69.28,pastizal,17.892,44.943
85ce9cb3fffffff,-39.499,-70.583,12.0,339.172,367.0,14.558,46.54,304.773,0.167,0.917,0.083,3.0,12.0,1137.0,7.54,602.25,5.71,69.28,pastizal,6.311,21.609
85ce9cc3fffffff,-39.518,-69.829,2.0,327.915,329.98,0.225,0.23,290.63,0.0,0.0,0.0,2.0,8.0,671.0,10.74,503.7,5.26,60.85,pastizal,19.828,30.944
85ce9cc7fffffff,-39.457,-69.992,1.0,354.54,354.54,0.25,0.25,299.55,0.0,0.0,0.0,1.0,10.0,745.0,10.74,503.7,5.26,60.85,pastizal,18.223,15.77
