hex,lat,lon,n_focos,brillo_medio,brillo_max,frp_medio,frp_max,brillo_t31_medio,pct_noche,pct_verano,pct_conf_alta,n_anios_activo,mes_pico,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,cobertura_veg,dist_asentamiento_km,dist_ruta_km
85c30527fffffff,-42.645,-63.855,1.0,328.89,328.89,0.34,0.34,276.04,0.0,0.0,0.0,1.0,3.0,-16.0,13.15,335.8,7.04,72.88,pastizal,35.87,97.741
85c30537fffffff,-42.735,-63.973,3.0,353.68,367.0,6.947,7.59,301.733,0.0,1.0,0.333,1.0,1.0,74.0,13.15,335.8,7.04,72.88,pastizal,31.176,87.434
85c305b3fffffff,-43.009,-64.33,1.0,352.5,352.5,9.91,9.91,301.19,0.0,1.0,0.0,1.0,1.0,0.0,13.38,266.45,6.71,67.69,agua,48.817,65.17
85c30803fffffff,-40.931,-62.58,24.0,347.232,367.0,16.812,44.9,309.072,0.0,0.708,0.125,5.0,12.0,20.0,14.21,452.6,6.47,69.87,pastizal,36.321,34.181
85c30807fffffff,-40.796,-62.629,9.0,344.099,367.0,13.721,42.59,294.364,0.0,0.444,0.333,4.0,12.0,17.0,14.21,452.6,6.47,69.87,pastizal,28.667,22.28
85c3080ffffffff,-40.843,-62.471,14.0,336.795,347.9,5.463,10.79,291.297,0.0,0.143,0.0,6.0,8.0,11.0,14.21,452.6,6.47,69.87,pastizal,42.394,36.616
85c30813fffffff,-41.019,-62.689,73.0,340.822,367.0,18.708,127.26,303.508,0.425,0.973,0.123,3.0,2.0,0.0,14.21,452.6,6.47,69.87,agua,34.367,35.027
85c30817fffffff,-40.884,-62.738,24.0,338.874,367.0,18.531,83.5,292.388,0.083,0.167,0.125,6.0,6.0,27.0,14.21,452.6,6.47,69.87,pastizal,22.015,20.992
85c30823fffffff,-40.572,-62.569,14.0,342.599,356.54,16.271,39.01,302.16,0.0,0.357,0.0,5.0,12.0,4.0,14.54,427.05,5.72,65.33,pastizal,41.544,21.439
85c30827fffffff,-40.437,-62.618,12.0,347.398,367.0,7.15,9.44,299.477,0.0,0.667,0.25,4.0,2.0,22.0,14.54,427.05,5.72,65.33,pastizal,49.185,14.298
85c3082bfffffff,-40.619,-62.412,24.0,343.91,367.0,16.765,125.21,299.111,0.042,0.333,0.167,8.0,12.0,12.0,14.54,427.05,5.72,65.33,suelo_desnudo,50.71,35.564
85c3082ffffffff,-40.485,-62.461,8.0,337.258,349.55,3.384,6.05,293.333,0.125,0.375,0.0,3.0,2.0,14.0,14.54,427.05,5.72,65.33,pastizal,54.724,28.454
85c30833fffffff,-40.66,-62.678,20.0,354.923,367.0,27.074,59.51,322.283,0.0,0.85,0.25,4.0,12.0,20.0,14.54,427.05,5.72,65.33,pastizal,28.502,14.626
85c30837fffffff,-40.525,-62.726,29.0,333.828,367.0,10.165,59.51,296.681,0.31,0.517,0.034,6.0,12.0,13.0,14.54,427.05,5.72,65.33,pastizal,35.917,7.615
85c3083bfffffff,-40.707,-62.52,20.0,343.128,354.7,15.135,73.04,306.995,0.0,0.7,0.0,5.0,12.0,19.0,14.54,427.05,5.72,65.33,pastizal,38.966,28.786
85c30863fffffff,-40.801,-62.205,1.0,336.5,336.5,3.13,3.13,305.75,0.0,1.0,0.0,1.0,1.0,0.0,14.21,452.6,6.47,69.87,agua,64.453,57.007
85c30867fffffff,-40.666,-62.255,26.0,337.955,367.0,8.608,35.11,295.922,0.077,0.077,0.038,6.0,11.0,9.0,14.21,452.6,6.47,69.87,pastizal,61.84,49.694
85c30873fffffff,-40.889,-62.313,36.0,341.182,367.0,10.714,26.14,289.976,0.111,0.0,0.028,4.0,9.0,0.0,14.21,452.6,6.47,69.87,agua,56.396,50.925
85c30877fffffff,-40.754,-62.363,11.0,333.74,353.08,5.512,20.22,289.523,0.091,0.091,0.0,4.0,10.0,8.0,14.21,452.6,6.47,69.87,pastizal,51.314,42.911
85c30883fffffff,-41.061,-62.958,3.0,330.267,331.61,4.07,4.51,288.28,0.0,0.0,0.0,3.0,9.0,33.0,14.32,383.25,5.66,62.09,pastizal,27.579,27.664
85c30887fffffff,-40.924,-63.007,330.0,341.932,367.0,16.359,157.66,297.545,0.242,0.991,0.13,4.0,1.0,2.0,14.32,383.25,5.66,62.09,pastizal,12.342,12.038
85c3088bfffffff,-41.108,-62.799,2.0,320.305,340.15,4.465,8.34,294.855,0.5,0.5,0.0,2.0,1.0,0.0,14.32,383.25,5.66,62.09,agua,36.581,37.548
85c3088ffffffff,-40.972,-62.848,82.0,337.513,367.0,17.969,94.93,300.765,0.354,0.854,0.098,11.0,12.0,5.0,14.32,383.25,5.66,62.09,pastizal,21.445,22.737
85c30893fffffff,-41.149,-63.069,18.0,348.123,367.0,17.394,26.69,307.932,0.0,1.0,0.167,2.0,1.0,0.0,14.32,383.25,5.66,62.09,agua,37.686,36.924
85c30897fffffff,-41.013,-63.117,133.0,329.414,367.0,6.465,31.66,295.599,0.594,0.932,0.045,10.0,12.0,48.0,14.32,383.25,5.66,62.09,pastizal,24.055,22.178
85c308a3fffffff,-40.7,-62.945,46.0,345.545,367.0,9.781,24.47,300.596,0.087,0.5,0.196,9.0,1.0,27.0,14.78,383.25,5.22,58.48,pastizal,10.234,5.809
85c308a7fffffff,-40.565,-62.993,22.0,341.843,367.0,23.115,133.01,300.465,0.0,0.045,0.091,6.0,6.0,36.0,14.78,383.25,5.22,58.48,cultivo,25.232,13.809
85c308abfffffff,-40.748,-62.787,19.0,334.177,367.0,4.336,20.83,293.206,0.211,0.053,0.053,6.0,3.0,25.0,14.78,383.25,5.22,58.48,pastizal,16.026,7.923
85c308affffffff,-40.613,-62.835,19.0,339.803,367.0,26.293,167.2,299.838,0.053,0.368,0.105,6.0,2.0,35.0,14.78,383.25,5.22,58.48,pastizal,22.752,0.426
85c308b3fffffff,-40.788,-63.055,177.0,336.978,367.0,9.083,126.3,298.193,0.09,0.294,0.04,12.0,8.0,4.0,14.78,383.25,5.22,58.48,pastizal,4.971,3.184
85c308b7fffffff,-40.652,-63.103,210.0,340.868,367.0,11.463,186.31,297.501,0.005,0.114,0.062,11.0,9.0,37.0,14.78,383.25,5.22,58.48,pastizal,17.624,15.957
85c308bbfffffff,-40.836,-62.896,83.0,339.452,367.0,14.288,99.67,297.16,0.205,0.747,0.096,10.0,12.0,31.0,14.78,383.25,5.22,58.48,pastizal,7.881,8.554
85c30903fffffff,-39.984,-62.919,223.0,346.23,367.0,39.508,243.02,303.504,0.233,0.969,0.22,5.0,12.0,27.0,15.07,419.75,5.1,57.99,matorral,26.971,21.739
85c30907fffffff,-39.849,-62.967,99.0,352.593,367.0,24.369,90.59,308.999,0.02,0.495,0.364,5.0,12.0,27.0,15.07,419.75,5.1,57.99,matorral,31.02,25.95
85c3090bfffffff,-40.032,-62.763,188.0,350.33,367.0,37.123,185.19,308.53,0.043,0.846,0.287,9.0,12.0,25.0,15.07,419.75,5.1,57.99,pastizal,17.924,8.343
85c3090ffffffff,-39.897,-62.811,67.0,332.514,367.0,10.146,54.77,294.635,0.716,0.791,0.045,6.0,2.0,18.0,15.07,419.75,5.1,57.99,cultivo,16.879,12.656
85c30913fffffff,-40.071,-63.027,32.0,336.899,367.0,13.761,114.23,300.153,0.25,0.25,0.125,6.0,9.0,40.0,15.07,419.75,5.1,57.99,matorral,39.086,30.857
85c30917fffffff,-39.936,-63.075,62.0,350.096,367.0,10.872,41.34,314.52,0.032,0.5,0.226,6.0,1.0,34.0,15.07,419.75,5.1,57.99,matorral,39.359,35.198
85c3091bfffffff,-40.119,-62.871,34.0,344.7,367.0,14.66,48.33,301.172,0.059,0.235,0.176,7.0,9.0,36.0,15.07,419.75,5.1,57.99,pastizal,31.263,17.635
85c30923fffffff,-39.628,-62.906,256.0,341.255,367.0,15.524,105.96,299.86,0.199,0.605,0.133,12.0,1.0,19.0,15.27,489.1,4.95,58.78,pastizal,23.683,19.565
85c30927fffffff,-39.493,-62.954,176.0,344.523,367.0,44.473,1003.12,300.644,0.011,0.489,0.153,12.0,1.0,27.0,15.27,489.1,4.95,58.78,pastizal,23.472,23.931
85c3092bfffffff,-39.676,-62.752,173.0,339.459,367.0,11.657,112.14,298.041,0.075,0.179,0.081,12.0,6.0,12.0,15.27,489.1,4.95,58.78,cultivo,20.016,6.551
85c3092ffffffff,-39.542,-62.799,100.0,338.225,367.0,18.743,213.44,298.042,0.17,0.23,0.1,10.0,3.0,24.0,15.27,489.1,4.95,58.78,matorral,10.938,10.361
85c30933fffffff,-39.714,-63.014,98.0,343.54,367.0,8.138,30.46,301.783,0.235,0.745,0.235,5.0,1.0,10.0,15.27,489.1,4.95,58.78,matorral,36.831,29.277
85c30937fffffff,-39.579,-63.061,166.0,340.353,367.0,42.263,556.44,292.408,0.108,0.627,0.084,6.0,1.0,16.0,15.27,489.1,4.95,58.78,matorral,33.698,32.793
85c3093bfffffff,-39.763,-62.859,85.0,348.226,367.0,24.904,104.23,305.923,0.082,0.718,0.318,8.0,12.0,20.0,15.27,489.1,4.95,58.78,matorral,27.049,16.236
85c30943fffffff,-40.215,-62.559,2.0,333.33,335.67,2.13,2.2,304.785,0.0,0.0,0.0,2.0,9.0,23.0,14.86,467.2,5.53,64.45,pastizal,33.439,7.605
85c30947fffffff,-40.08,-62.607,30.0,350.936,367.0,38.412,144.92,309.257,0.033,0.767,0.233,4.0,12.0,23.0,14.86,467.2,5.53,64.45,pastizal,18.113,5.041
85c3094bfffffff,-40.262,-62.403,18.0,330.247,367.0,9.604,53.81,297.137,0.167,0.667,0.111,6.0,1.0,0.0,14.86,467.2,5.53,64.45,agua,42.478,21.213
85c3094ffffffff,-40.128,-62.452,22.0,334.918,367.0,40.294,136.97,305.563,0.136,0.773,0.182,4.0,2.0,13.0,14.86,467.2,5.53,64.45,pastizal,27.303,17.775
85c30953fffffff,-40.302,-62.667,5.0,340.084,349.55,9.066,22.67,292.966,0.0,0.0,0.0,3.0,6.0,28.0,14.86,467.2,5.53,64.45,cultivo,42.977,4.695
85c30957fffffff,-40.167,-62.715,6.0,335.71,342.4,6.32,12.24,294.433,0.0,0.333,0.0,5.0,6.0,32.0,14.86,467.2,5.53,64.45,cultivo,29.012,5.031
85c3095bfffffff,-40.35,-62.51,27.0,350.783,367.0,17.165,40.12,307.318,0.0,0.37,0.222,4.0,1.0,20.0,14.86,467.2,5.53,64.45,pastizal,48.913,17.615
85c30963fffffff,-39.859,-62.549,64.0,337.594,367.0,13.567,137.15,296.953,0.078,0.266,0.094,11.0,8.0,11.0,14.86,467.2,5.53,64.45,cultivo,8.662,9.787
85c30967fffffff,-39.725,-62.597,155.0,341.411,367.0,11.178,72.36,298.716,0.006,0.058,0.026,12.0,3.0,11.0,14.86,467.2,5.53,64.45,pastizal,21.49,6.434
85c3096bfffffff,-39.907,-62.394,55.0,345.037,367.0,19.112,158.8,305.237,0.018,0.764,0.109,11.0,2.0,9.0,14.86,467.2,5.53,64.45,cultivo,19.041,23.089
85c3096ffffffff,-39.772,-62.442,157.0,335.923,367.0,9.966,68.2,297.99,0.274,0.847,0.153,10.0,1.0,6.0,14.86,467.2,5.53,64.45,pastizal,21.896,19.392
85c30973fffffff,-39.946,-62.656,20.0,331.876,355.21,14.099,94.02,298.948,0.0,0.3,0.0,9.0,1.0,19.0,14.86,467.2,5.53,64.45,cultivo,4.626,0.703
85c30977fffffff,-39.811,-62.704,131.0,339.986,367.0,10.596,235.69,299.212,0.023,0.336,0.084,12.0,7.0,14.0,14.86,467.2,5.53,64.45,cultivo,14.045,3.227
85c3097bfffffff,-39.993,-62.5,48.0,343.605,367.0,20.689,147.37,302.0,0.0,0.354,0.104,10.0,3.0,12.0,14.86,467.2,5.53,64.45,cultivo,13.011,14.078
85c30983fffffff,-40.109,-63.293,82.0,331.276,367.0,5.48,35.31,293.03,0.561,0.72,0.037,6.0,1.0,52.0,15.07,419.75,5.1,57.99,matorral,47.729,50.889
85c30987fffffff,-39.973,-63.34,104.0,347.246,367.0,30.704,283.93,311.871,0.067,0.702,0.192,7.0,2.0,37.0,15.07,419.75,5.1,57.99,matorral,57.647,57.795
85c3098bfffffff,-40.158,-63.137,68.0,347.843,367.0,28.149,146.49,310.006,0.0,0.544,0.118,8.0,2.0,50.0,15.07,419.75,5.1,57.99,cultivo,51.851,36.513
85c3098ffffffff,-40.022,-63.184,41.0,348.177,367.0,33.067,132.39,303.286,0.0,0.195,0.171,7.0,9.0,31.0,15.07,419.75,5.1,57.99,matorral,49.952,44.321
85c30993fffffff,-40.196,-63.403,27.0,330.32,367.0,6.299,19.38,298.223,0.519,0.926,0.074,3.0,1.0,59.0,15.07,419.75,5.1,57.99,matorral,34.286,41.83
85c30997fffffff,-40.06,-63.45,253.0,330.853,367.0,18.727,154.56,294.351,0.842,0.854,0.071,5.0,12.0,54.0,15.07,419.75,5.1,57.99,matorral,44.799,52.416
85c3099bfffffff,-40.245,-63.246,19.0,344.333,367.0,5.938,11.21,299.32,0.0,0.053,0.158,5.0,3.0,51.0,15.07,419.75,5.1,57.99,matorral,41.474,42.004
85c309a3fffffff,-39.751,-63.278,349.0,334.826,367.0,13.795,200.01,295.526,0.771,0.851,0.146,6.0,1.0,39.0,15.07,419.75,5.1,57.99,matorral,58.093,52.103
85c309a7fffffff,-39.616,-63.325,365.0,343.601,367.0,20.903,536.59,294.586,0.353,0.825,0.145,7.0,12.0,64.0,15.07,419.75,5.1,57.99,matorral,56.691,55.44
85c309abfffffff,-39.8,-63.122,173.0,340.973,367.0,20.056,94.33,306.311,0.445,0.902,0.139,6.0,1.0,38.0,15.07,419.75,5.1,57.99,pastizal,45.341,39.013
85c309affffffff,-39.665,-63.169,299.0,340.649,367.0,17.649,166.89,293.201,0.532,0.936,0.194,6.0,12.0,29.0,15.07,419.75,5.1,57.99,pastizal,45.562,42.36
85c309b3fffffff,-39.838,-63.387,303.0,338.791,367.0,26.282,315.74,300.231,0.38,0.63,0.132,6.0,12.0,39.0,15.07,419.75,5.1,57.99,matorral,66.699,61.892
85c309b7fffffff,-39.702,-63.434,330.0,338.014,367.0,13.589,219.12,298.667,0.497,0.988,0.164,5.0,1.0,81.0,15.07,419.75,5.1,57.99,matorral,68.269,65.219
85c309bbfffffff,-39.887,-63.231,65.0,346.471,367.0,19.519,75.47,307.679,0.015,0.246,0.185,7.0,3.0,46.0,15.07,419.75,5.1,57.99,matorral,52.809,48.635
85c309c3fffffff,-40.342,-62.932,166.0,338.697,367.0,7.227,51.75,300.104,0.024,0.289,0.03,9.0,2.0,39.0,14.78,383.25,5.22,58.48,matorral,50.018,13.559
85c309c7fffffff,-40.206,-62.98,16.0,343.792,367.0,9.758,22.86,292.862,0.0,0.0,0.062,4.0,4.0,46.0,14.78,383.25,5.22,58.48,pastizal,44.638,22.258
85c309cbfffffff,-40.39,-62.775,12.0,330.804,367.0,4.624,16.88,294.301,0.333,0.75,0.083,7.0,1.0,27.0,14.78,383.25,5.22,58.48,pastizal,47.476,0.616
85c309cffffffff,-40.254,-62.823,39.0,341.876,367.0,9.02,36.46,300.098,0.0,0.231,0.051,6.0,10.0,37.0,14.78,383.25,5.22,58.48,cultivo,41.387,8.513
85c309d3fffffff,-40.429,-63.041,76.0,338.789,367.0,19.67,165.28,297.124,0.211,0.092,0.066,7.0,9.0,26.0,14.78,383.25,5.22,58.48,matorral,40.457,20.862
85c309d7fffffff,-40.293,-63.089,102.0,340.321,367.0,24.26,87.35,304.736,0.382,0.765,0.108,7.0,1.0,51.0,14.78,383.25,5.22,58.48,matorral,51.78,27.766
85c309dbfffffff,-40.477,-62.884,144.0,341.415,367.0,21.559,241.42,300.186,0.125,0.493,0.16,9.0,8.0,34.0,14.78,383.25,5.22,58.48,pastizal,35.584,6.586
85c30b83fffffff,-40.444,-62.197,92.0,328.455,367.0,18.857,148.77,296.502,0.685,0.359,0.109,4.0,3.0,0.0,14.54,427.05,5.72,65.33,agua,68.612,45.238
85c30b87fffffff,-40.31,-62.247,64.0,330.398,367.0,5.456,17.29,291.536,0.734,1.0,0.109,2.0,12.0,1.0,14.54,427.05,5.72,65.33,agua,53.831,35.339
85c30b8ffffffff,-40.356,-62.091,2.0,303.16,305.86,0.66,0.66,272.93,1.0,1.0,0.0,1.0,1.0,0.0,14.54,427.05,5.72,65.33,agua,66.302,49.527
85c30b93fffffff,-40.532,-62.304,18.0,333.303,367.0,12.134,92.99,297.93,0.333,0.611,0.0,9.0,1.0,2.0,14.54,427.05,5.72,65.33,pastizal,63.075,42.619
85c30b97fffffff,-40.397,-62.354,9.0,331.992,367.0,6.73,13.81,284.649,1.0,1.0,0.444,1.0,1.0,0.0,14.54,427.05,5.72,65.33,agua,57.852,31.245
85c30b9bfffffff,-40.578,-62.148,22.0,343.625,367.0,11.242,35.11,302.997,0.091,0.545,0.045,5.0,3.0,0.0,14.54,427.05,5.72,65.33,agua,73.264,56.752
85c30babfffffff,-40.135,-62.035,2.0,367.0,367.0,30.89,54.03,319.86,0.0,1.0,1.0,1.0,2.0,0.0,14.86,467.2,5.53,64.45,agua,55.287,53.006
85c30bb3fffffff,-40.175,-62.296,1.0,325.62,325.62,2.3,2.3,286.26,0.0,0.0,0.0,1.0,6.0,0.0,14.86,467.2,5.53,64.45,agua,39.634,30.373
85c30bb7fffffff,-40.041,-62.345,30.0,339.953,367.0,5.488,17.04,297.795,0.0,0.167,0.1,8.0,3.0,3.0,14.86,467.2,5.53,64.45,pastizal,26.946,27.399
85c30bbbfffffff,-40.222,-62.141,1.0,334.08,334.08,7.75,7.75,306.31,0.0,1.0,0.0,1.0,2.0,0.0,14.86,467.2,5.53,64.45,agua,52.934,43.17
85c30c27fffffff,-41.053,-63.389,3.0,340.817,356.08,10.507,23.2,302.337,0.0,0.667,0.0,2.0,12.0,55.0,14.32,383.25,5.66,62.09,matorral,35.207,33.209
85c30c37fffffff,-41.141,-63.501,53.0,332.637,367.0,18.8,109.5,303.397,0.547,0.925,0.113,4.0,12.0,63.0,14.32,383.25,5.66,62.09,pastizal,47.748,45.472
85c30d03fffffff,-40.594,-63.69,9.0,327.63,349.56,8.67,31.26,293.162,0.556,0.556,0.0,3.0,12.0,44.0,14.93,343.1,5.23,56.47,matorral,18.168,8.613
85c30d07fffffff,-40.457,-63.737,131.0,333.944,367.0,9.193,76.68,291.298,0.321,0.176,0.092,11.0,9.0,31.0,14.93,343.1,5.23,56.47,matorral,6.082,2.22
85c30d0bfffffff,-40.643,-63.531,247.0,336.758,367.0,13.14,207.55,297.37,0.146,0.328,0.085,12.0,12.0,15.0,14.93,343.1,5.23,56.47,matorral,25.258,0.147
85c30d0ffffffff,-40.506,-63.578,247.0,339.367,367.0,21.006,271.52,300.529,0.178,0.336,0.081,12.0,1.0,24.0,14.93,343.1,5.23,56.47,matorral,11.698,4.661
85c30d13fffffff,-40.681,-63.803,36.0,338.989,367.0,5.656,13.13,299.334,0.0,0.0,0.028,6.0,9.0,31.0,14.93,343.1,5.23,56.47,matorral,29.891,3.458
85c30d17fffffff,-40.544,-63.849,6.0,309.847,319.6,1.29,1.62,289.403,1.0,1.0,0.0,1.0,1.0,78.0,14.93,343.1,5.23,56.47,matorral,19.489,10.365
85c30d1bfffffff,-40.731,-63.643,50.0,334.01,367.0,7.186,24.59,294.653,0.3,0.62,0.06,8.0,12.0,41.0,14.93,343.1,5.23,56.47,matorral,31.811,2.128
85c30d23fffffff,-40.233,-63.672,101.0,337.697,367.0,18.028,172.28,288.736,0.317,0.911,0.03,6.0,12.0,68.0,15.32,357.7,5.09,54.81,matorral,21.321,26.993
85c30d27fffffff,-40.097,-63.718,389.0,337.042,367.0,17.444,133.5,303.648,0.401,0.995,0.1,4.0,12.0,68.0,15.32,357.7,5.09,54.81,matorral,36.682,34.269
85c30d2bfffffff,-40.283,-63.514,106.0,344.801,367.0,60.819,280.55,313.698,0.264,0.717,0.208,4.0,12.0,59.0,15.32,357.7,5.09,54.81,matorral,20.819,28.558
85c30d2ffffffff,-40.147,-63.561,60.0,326.453,367.0,11.616,66.87,292.205,0.817,0.983,0.05,4.0,12.0,62.0,15.32,357.7,5.09,54.81,matorral,32.401,39.597
85c30d33fffffff,-40.32,-63.783,76.0,335.087,367.0,10.511,58.48,298.02,0.382,0.763,0.118,7.0,12.0,63.0,15.32,357.7,5.09,54.81,matorral,14.966,14.75
85c30d37fffffff,-40.184,-63.83,36.0,337.975,367.0,27.785,92.68,302.606,0.361,1.0,0.139,2.0,12.0,83.0,15.32,357.7,5.09,54.81,matorral,29.98,20.807
85c30d3bfffffff,-40.37,-63.625,59.0,340.717,367.0,6.066,18.49,292.794,0.068,0.102,0.102,7.0,4.0,49.0,15.32,357.7,5.09,54.81,matorral,7.384,15.153
85c30d43fffffff,-40.828,-63.325,208.0,339.627,367.0,21.034,126.1,303.672,0.337,0.909,0.207,8.0,12.0,57.0,14.32,383.25,5.66,62.09,matorral,9.959,7.791
85c30d47fffffff,-40.692,-63.372,164.0,335.99,367.0,12.377,106.49,296.536,0.14,0.238,0.049,12.0,9.0,12.0,14.32,383.25,5.66,62.09,pastizal,10.942,4.309
85c30d4bfffffff,-40.876,-63.166,171.0,332.448,367.0,7.926,101.05,296.846,0.509,0.708,0.035,12.0,1.0,48.0,14.32,383.25,5.66,62.09,pastizal,15.169,8.775
85c30d4ffffffff,-40.74,-63.214,182.0,337.672,367.0,8.327,60.84,296.22,0.038,0.137,0.044,12.0,8.0,5.0,14.32,383.25,5.66,62.09,pastizal,4.7,4.392
85c30d53fffffff,-40.916,-63.436,2.0,346.095,351.58,5.755,6.78,305.49,0.0,0.0,0.0,2.0,3.0,59.0,14.32,383.25,5.66,62.09,matorral,23.338,20.004
85c30d57fffffff,-40.78,-63.484,264.0,343.251,367.0,21.057,195.42,300.669,0.152,0.068,0.174,12.0,3.0,16.0,14.32,383.25,5.66,62.09,matorral,18.559,8.805
85c30d5bfffffff,-40.965,-63.277,65.0,324.933,367.0,5.751,37.63,287.355,0.615,0.677,0.046,5.0,2.0,57.0,14.32,383.25,5.66,62.09,matorral,23.911,20.975
85c30d63fffffff,-40.468,-63.309,76.0,341.273,367.0,9.99,67.99,304.044,0.026,0.118,0.092,8.0,11.0,43.0,14.78,383.25,5.22,58.48,matorral,31.283,25.759
85c30d67fffffff,-40.332,-63.356,47.0,338.238,367.0,33.966,255.5,303.065,0.085,0.574,0.106,5.0,12.0,55.0,14.78,383.25,5.22,58.48,matorral,28.859,31.683
85c30d6bfffffff,-40.516,-63.151,75.0,346.303,367.0,18.556,122.43,304.561,0.0,0.173,0.133,8.0,10.0,37.0,14.78,383.25,5.22,58.48,matorral,27.725,28.079
85c30d6ffffffff,-40.381,-63.199,104.0,348.754,367.0,17.442,140.77,307.525,0.087,0.769,0.288,7.0,2.0,49.0,14.78,383.25,5.22,58.48,pastizal,40.625,35.165
85c30d73fffffff,-40.555,-63.42,21.0,340.017,367.0,8.663,35.92,295.183,0.048,0.0,0.143,8.0,4.0,17.0,14.78,383.25,5.22,58.48,pastizal,25.15,13.222
85c30d77fffffff,-40.419,-63.467,55.0,343.924,367.0,32.368,338.36,303.843,0.018,0.018,0.182,10.0,9.0,46.0,14.78,383.25,5.22,58.48,matorral,17.53,18.189
85c30d7bfffffff,-40.604,-63.261,94.0,338.684,367.0,10.393,56.32,297.975,0.106,0.277,0.064,10.0,2.0,53.0,14.78,383.25,5.22,58.48,matorral,16.189,17.548
85c30d83fffffff,-40.719,-64.076,2.0,345.705,352.71,7.47,8.67,294.635,0.0,0.0,0.0,2.0,9.0,92.0,14.87,310.25,5.28,54.37,matorral,46.727,0.626
85c30d87fffffff,-40.582,-64.122,61.0,322.734,356.43,4.384,37.49,293.512,0.59,0.984,0.0,3.0,1.0,48.0,14.87,310.25,5.28,54.37,matorral,41.503,13.869
85c30d8ffffffff,-40.632,-63.962,22.0,313.119,351.41,3.092,14.36,291.8,0.818,1.0,0.0,1.0,1.0,80.0,14.87,310.25,5.28,54.37,matorral,33.081,9.054
85c30d93fffffff,-40.807,-64.19,90.0,337.255,367.0,15.535,133.17,291.681,0.422,0.689,0.111,5.0,12.0,58.0,14.87,310.25,5.28,54.37,matorral,60.414,11.249
85c30d97fffffff,-40.669,-64.236,58.0,323.747,367.0,7.774,21.24,281.488,0.966,0.966,0.069,2.0,12.0,98.0,14.87,310.25,5.28,54.37,matorral,54.459,4.1
85c30d9bfffffff,-40.857,-64.029,36.0,340.593,367.0,8.889,22.04,294.046,0.056,0.139,0.056,6.0,8.0,91.0,14.87,310.25,5.28,54.37,matorral,56.056,15.922
85c30da3fffffff,-40.358,-64.054,13.0,344.758,367.0,18.255,92.93,304.149,0.0,0.692,0.077,5.0,1.0,81.0,14.93,343.1,5.23,56.47,matorral,33.266,5.856
85c30da7fffffff,-40.221,-64.1,460.0,335.134,367.0,17.498,155.05,295.222,0.557,0.739,0.13,12.0,2.0,49.0,14.93,343.1,5.23,56.47,matorral,32.787,7.749
85c30dabfffffff,-40.408,-63.896,167.0,329.075,367.0,7.748,89.96,292.458,0.389,0.383,0.012,12.0,1.0,40.0,14.93,343.1,5.23,56.47,matorral,18.998,1.632
85c30daffffffff,-40.271,-63.942,378.0,335.873,367.0,18.505,195.54,297.356,0.384,0.836,0.146,11.0,12.0,40.0,14.93,343.1,5.23,56.47,matorral,28.604,7.407
85c30db3fffffff,-40.445,-64.167,1.0,331.72,331.72,0.45,0.45,300.39,0.0,0.0,0.0,1.0,3.0,89.0,14.93,343.1,5.23,56.47,matorral,41.937,16.988
85c30db7fffffff,-40.307,-64.213,68.0,341.737,367.0,11.066,35.43,304.198,0.118,0.588,0.132,9.0,12.0,38.0,14.93,343.1,5.23,56.47,matorral,30.414,5.779
85c30dbbfffffff,-40.495,-64.008,51.0,328.635,367.0,8.757,41.11,295.99,0.588,1.0,0.157,2.0,1.0,65.0,14.93,343.1,5.23,56.47,matorral,29.244,11.962
85c30dc3fffffff,-40.956,-63.709,10.0,340.315,349.94,7.863,12.4,281.228,0.0,0.6,0.0,3.0,1.0,30.0,14.48,343.1,5.71,60.22,matorral,43.662,27.072
85c30dc7fffffff,-40.818,-63.756,1.0,331.87,331.87,1.76,1.76,302.64,0.0,0.0,0.0,1.0,9.0,74.0,14.48,343.1,5.71,60.22,matorral,41.921,11.803
85c30dcbfffffff,-41.004,-63.549,3.0,341.073,348.97,10.063,14.25,308.21,0.0,0.667,0.0,2.0,1.0,60.0,14.48,343.1,5.71,60.22,pastizal,36.897,32.631
85c30dd3fffffff,-41.044,-63.822,1.0,341.34,341.34,5.91,5.91,297.29,0.0,0.0,0.0,1.0,9.0,75.0,14.48,343.1,5.71,60.22,pastizal,57.003,36.793
85c3200ffffffff,-44.351,-65.424,1.0,354.3,354.3,0.57,0.57,295.14,0.0,0.0,0.0,1.0,3.0,117.0,11.93,251.85,6.77,59.06,pastizal,54.551,54.834
85c3202ffffffff,-43.975,-65.39,1.0,338.09,338.09,8.46,8.46,284.99,0.0,0.0,0.0,1.0,7.0,227.0,11.81,240.9,6.54,58.35,matorral,76.462,35.664
85c32093fffffff,-44.673,-66.114,55.0,339.918,367.0,35.603,365.91,302.496,0.582,0.818,0.127,2.0,2.0,397.0,11.02,233.6,6.75,58.18,matorral,34.592,30.923
85c3209bfffffff,-44.723,-65.938,1.0,307.96,307.96,0.09,0.09,283.84,1.0,1.0,0.0,1.0,12.0,158.0,11.02,233.6,6.75,58.18,matorral,19.586,45.377
85c320a3fffffff,-44.202,-65.946,1.0,329.08,329.08,0.09,0.09,288.15,0.0,0.0,0.0,1.0,4.0,323.0,11.46,229.95,6.45,57.58,pastizal,68.7,10.214
85c320affffffff,-44.11,-65.817,1.0,301.06,301.06,0.04,0.04,283.89,1.0,1.0,0.0,1.0,2.0,302.0,11.46,229.95,6.45,57.58,matorral,76.854,14.436
