hex,lat,lon,n_focos,riesgo_alto,proba_oof,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,dist_asentamiento_km,dist_ruta_km,cobertura_veg
85ce8047fffffff,-40.685,-70.63,3.0,0,0.47175333,794.0,8.55,708.1,4.52,70.22,48.781,3.828,matorral
85ce804bfffffff,-40.662,-70.327,5.0,0,0.3972672,1134.0,8.55,708.1,4.52,70.22,30.327,22.635,pastizal
85ce804ffffffff,-40.6,-70.495,5.0,0,0.25739628,889.0,8.55,708.1,4.52,70.22,40.891,16.116,pastizal
85ce8063fffffff,-40.477,-70.829,1.0,0,0.50105387,875.0,8.55,708.1,4.52,70.22,30.382,10.32,pastizal
85ce8067fffffff,-40.414,-70.997,1.0,0,0.34808138,1075.0,8.55,708.1,4.52,70.22,21.029,19.863,pastizal
85ce806bfffffff,-40.393,-70.694,10.0,0,0.33956593,583.0,8.55,708.1,4.52,70.22,44.316,2.704,pastizal
85ce8073fffffff,-40.623,-70.798,4.0,0,0.6857336,798.0,8.55,708.1,4.52,70.22,33.195,3.879,pastizal
85ce8077fffffff,-40.561,-70.966,5.0,0,0.23799446,1042.0,8.55,708.1,4.52,70.22,17.923,3.418,pastizal
85ce807bfffffff,-40.539,-70.662,1.0,0,0.6181618,771.0,8.55,708.1,4.52,70.22,43.606,3.472,pastizal
85ce8087fffffff,-41.17,-71.148,6.0,0,0.1451544,858.0,6.11,854.1,3.69,77.98,9.065,7.531,pastizal
85ce8093fffffff,-41.379,-70.947,5.0,0,0.031201564,1329.0,6.11,854.1,3.69,77.98,34.195,20.244,pastizal
85ce80a7fffffff,-40.897,-71.518,1.0,0,0.21096008,769.0,6.11,854.1,3.69,77.98,18.071,1.742,agua
85ce80abfffffff,-40.876,-71.21,1.0,0,0.31160343,1662.0,6.11,854.1,3.69,77.98,20.826,9.779,pastizal
85ce80b3fffffff,-41.107,-71.318,219.0,1,0.042445187,769.0,6.11,854.1,3.69,77.98,2.931,6.448,agua
85ce80b7fffffff,-41.045,-71.488,2.0,0,0.19152656,769.0,6.11,854.1,3.69,77.98,9.199,12.781,agua
85ce80bbfffffff,-41.023,-71.179,16.0,0,0.08450331,822.0,6.11,854.1,3.69,77.98,4.581,1.476,pastizal
85ce80cbfffffff,-41.038,-70.397,3.0,0,0.2689869,947.0,6.86,689.85,4.66,73.57,11.259,1.896,pastizal
85ce80cffffffff,-40.977,-70.566,1.0,0,0.13086301,1157.0,6.86,689.85,4.66,73.57,20.785,4.689,pastizal
85ce80d3fffffff,-41.27,-70.501,1.0,0,0.17040797,1085.0,6.86,689.85,4.66,73.57,24.713,15.284,pastizal
85ce80dbfffffff,-41.185,-70.365,1.0,0,0.34210286,892.0,6.86,689.85,4.66,73.57,18.975,12.678,pastizal
85ce8107fffffff,-40.346,-72.251,8.0,0,0.14925249,483.0,6.22,992.8,2.47,83.0,56.552,48.307,bosque
85ce810bfffffff,-40.328,-71.943,1.0,0,0.14225137,194.0,6.22,992.8,2.47,83.0,46.115,31.386,bosque
85ce810ffffffff,-40.263,-72.111,3.0,0,0.13040271,93.0,6.22,992.8,2.47,83.0,57.73,47.217,bosque
85ce8113fffffff,-40.558,-72.054,82.0,0,0.6187523,1533.0,6.22,992.8,2.47,83.0,27.935,19.505,suelo_desnudo
85ce8117fffffff,-40.494,-72.223,1521.0,1,0.11881486,1588.0,6.22,992.8,2.47,83.0,43.494,33.878,bosque
85ce8123fffffff,-40.133,-72.447,88.0,0,0.09397239,123.0,10.62,1073.1,2.21,82.17,85.375,77.197,bosque
85ce8127fffffff,-40.068,-72.614,27.0,0,0.26075906,232.0,10.62,1073.1,2.21,82.17,100.217,91.481,pastizal
85ce812bfffffff,-40.051,-72.307,2.0,0,0.039592974,1125.0,10.62,1073.1,2.21,82.17,80.853,74.64,bosque
85ce812ffffffff,-39.985,-72.474,31.0,0,0.18660949,305.0,10.62,1073.1,2.21,82.17,91.896,90.347,bosque
85ce8133fffffff,-40.281,-72.419,3.0,0,0.05131892,64.0,10.62,1073.1,2.21,82.17,71.618,62.61,agua
85ce8137fffffff,-40.215,-72.587,67.0,0,0.1665479,116.0,10.62,1073.1,2.21,82.17,87.054,77.615,pastizal
85ce813bfffffff,-40.198,-72.279,7.0,0,0.09607612,64.0,10.62,1073.1,2.21,82.17,71.082,63.131,agua
85ce8147fffffff,-40.244,-71.804,2.0,0,0.5971638,1541.0,6.22,992.8,2.47,83.0,39.78,29.801,bosque
85ce814bfffffff,-40.225,-71.499,1.0,0,0.23099674,959.0,6.22,992.8,2.47,83.0,14.664,10.075,bosque
85ce814ffffffff,-40.162,-71.666,2.0,0,0.07826562,1225.0,6.22,992.8,2.47,83.0,26.784,23.091,bosque
85ce8167fffffff,-39.968,-72.167,1.0,0,0.35810378,1032.0,6.82,1036.6,2.3,82.17,66.35,69.804,bosque
85ce8187fffffff,-40.725,-72.336,4.0,0,0.28338736,447.0,5.84,1025.65,2.44,82.5,44.129,33.166,bosque
85ce8193fffffff,-40.938,-72.138,6.0,0,0.32929257,713.0,5.84,1025.65,2.44,82.5,35.705,29.373,bosque
85ce8197fffffff,-40.873,-72.308,2.0,0,0.22544518,172.0,5.84,1025.65,2.44,82.5,44.609,35.521,bosque
85ce81a3fffffff,-40.512,-72.533,32.0,0,0.089150876,326.0,9.8,1043.9,2.24,83.68,65.547,54.618,bosque
85ce81a7fffffff,-40.446,-72.702,69.0,0,0.08424814,159.0,9.8,1043.9,2.24,83.68,81.577,70.681,bosque
85ce81abfffffff,-40.429,-72.392,3.0,0,0.021130921,829.0,9.8,1043.9,2.24,83.68,59.315,49.291,bosque
85ce81affffffff,-40.363,-72.56,47.0,0,0.15218031,258.0,9.8,1043.9,2.24,83.68,75.248,65.026,pastizal
85ce81b3fffffff,-40.66,-72.506,15.0,0,0.049766492,187.0,9.8,1043.9,2.24,83.68,59.01,47.849,agua
85ce81b7fffffff,-40.595,-72.675,30.0,0,0.13030885,192.0,9.8,1043.9,2.24,83.68,74.402,63.224,pastizal
85ce81bbfffffff,-40.577,-72.364,4.0,0,0.16103774,724.0,9.8,1043.9,2.24,83.68,49.57,38.589,bosque
85ce81d3fffffff,-40.834,-71.687,1.0,0,0.2564894,769.0,6.22,992.8,2.47,83.0,7.835,8.623,agua
85ce81dbfffffff,-40.75,-71.548,3.0,0,0.20697731,1429.0,6.22,992.8,2.47,83.0,8.595,6.055,bosque
85ce8203fffffff,-40.263,-69.959,9.0,0,0.027880058,1084.0,8.43,613.2,4.84,68.94,25.538,25.319,suelo_desnudo
85ce820bfffffff,-40.179,-69.827,1.0,0,0.044756636,980.0,8.43,613.2,4.84,68.94,25.482,25.375,suelo_desnudo
85ce820ffffffff,-40.118,-69.992,2.0,0,0.17456351,493.0,8.43,613.2,4.84,68.94,10.264,10.547,pastizal
85ce8213fffffff,-40.408,-69.926,3.0,0,0.1995572,640.0,8.43,613.2,4.84,68.94,14.559,38.58,pastizal
85ce8217fffffff,-40.347,-70.092,91.0,0,0.13632502,577.0,8.43,613.2,4.84,68.94,19.41,23.07,agua
85ce821bfffffff,-40.324,-69.793,11.0,0,0.14130345,1109.0,8.43,613.2,4.84,68.94,18.779,38.777,suelo_desnudo
85ce8223fffffff,-39.996,-70.323,8.0,0,0.02252059,899.0,8.51,591.3,5.22,69.26,21.931,16.195,pastizal
85ce8233fffffff,-40.141,-70.291,114.0,0,0.042701386,786.0,8.51,591.3,5.22,69.26,20.989,2.604,pastizal
85ce8237fffffff,-40.079,-70.456,323.0,1,0.04045649,899.0,8.51,591.3,5.22,69.26,32.684,18.079,pastizal
85ce823bfffffff,-40.057,-70.157,2.0,0,0.42371783,669.0,8.51,591.3,5.22,69.26,7.037,2.782,pastizal
85ce8243fffffff,-40.155,-69.53,5.0,0,0.0980266,950.0,10.33,346.75,5.42,61.29,30.626,40.788,pastizal
85ce824ffffffff,-40.011,-69.564,3.0,0,0.031589888,813.0,10.33,346.75,5.42,61.29,43.831,25.684,matorral
85ce8253fffffff,-40.299,-69.496,12.0,0,0.054330572,1154.0,10.33,346.75,5.42,61.29,17.049,55.899,pastizal
85ce8257fffffff,-40.239,-69.661,4.0,0,0.06336974,1018.0,10.33,346.75,5.42,61.29,20.792,40.626,pastizal
85ce825bfffffff,-40.215,-69.365,69.0,0,0.05550354,1096.0,10.33,346.75,5.42,61.29,31.394,53.912,matorral
85ce8263fffffff,-39.89,-69.893,10.0,0,0.08522283,462.0,10.31,580.35,4.86,64.78,19.281,0.654,matorral
85ce8267fffffff,-39.829,-70.058,21.0,0,0.14331667,578.0,10.31,580.35,4.86,64.78,3.735,14.547,matorral
85ce826bfffffff,-39.806,-69.762,1.0,0,0.06780878,464.0,10.31,580.35,4.86,64.78,29.081,2.571,matorral
85ce8277fffffff,-39.973,-70.025,20.0,0,0.060216233,556.0,10.31,580.35,4.86,64.78,9.282,0.067,matorral
85ce827bfffffff,-39.95,-69.729,2.0,0,0.268494,713.0,10.31,580.35,4.86,64.78,31.498,12.529,pastizal
85ce8283fffffff,-40.638,-70.026,2.0,0,0.058819108,1158.0,8.43,613.2,4.84,68.94,13.673,47.067,suelo_desnudo
85ce8287fffffff,-40.577,-70.193,10.0,0,0.022969494,596.0,8.43,613.2,4.84,68.94,15.773,31.723,suelo_desnudo
85ce828bfffffff,-40.553,-69.892,7.0,0,0.06422063,1184.0,8.43,613.2,4.84,68.94,12.09,50.781,suelo_desnudo
85ce8293fffffff,-40.783,-69.992,15.0,0,0.10632907,1010.0,8.43,613.2,4.84,68.94,29.95,34.302,suelo_desnudo
85ce829bfffffff,-40.698,-69.859,3.0,0,0.20762573,1312.0,8.43,613.2,4.84,68.94,24.811,48.673,pastizal
85ce82a3fffffff,-40.37,-70.392,254.0,1,0.3170741,1040.0,8.55,708.1,4.52,70.22,35.008,4.492,pastizal
85ce82a7fffffff,-40.309,-70.559,83.0,0,0.6275578,1006.0,8.55,708.1,4.52,70.22,50.259,7.209,pastizal
85ce82abfffffff,-40.286,-70.258,183.0,1,0.35694253,849.0,8.55,708.1,4.52,70.22,30.475,7.842,pastizal
85ce82affffffff,-40.225,-70.424,27.0,0,0.7026539,966.0,8.55,708.1,4.52,70.22,35.563,6.553,pastizal
85ce82b3fffffff,-40.516,-70.36,128.0,0,0.5358991,577.0,8.55,708.1,4.52,70.22,28.348,16.922,agua
85ce82b7fffffff,-40.455,-70.527,185.0,1,0.26362535,838.0,8.55,708.1,4.52,70.22,43.057,4.908,pastizal
85ce82bbfffffff,-40.432,-70.225,181.0,1,0.72079283,653.0,8.55,708.1,4.52,70.22,19.312,19.866,agua
85ce82c7fffffff,-40.468,-69.759,3.0,0,0.029380178,1268.0,7.34,372.3,6.12,67.4,13.253,53.509,pastizal
85ce82cffffffff,-40.384,-69.627,2.0,0,0.012491805,1171.0,7.34,372.3,6.12,67.4,4.489,53.383,suelo_desnudo
85ce8303fffffff,-39.83,-71.119,47.0,0,0.03638056,1142.0,6.54,894.25,3.79,77.84,13.84,10.187,pastizal
85ce8307fffffff,-39.767,-71.285,54.0,0,0.031582944,894.0,6.54,894.25,3.79,77.84,13.699,24.572,pastizal
85ce830ffffffff,-39.684,-71.149,3.0,0,0.23403363,1155.0,6.54,894.25,3.79,77.84,20.396,26.363,pastizal
85ce8313fffffff,-39.976,-71.089,25.0,0,0.17365707,851.0,6.54,894.25,3.79,77.84,3.079,0.532,pastizal
85ce8317fffffff,-39.913,-71.255,7.0,0,0.08811513,998.0,6.54,894.25,3.79,77.84,16.043,15.432,pastizal
85ce831bfffffff,-39.893,-70.954,2.0,0,0.37558523,933.0,6.54,894.25,3.79,77.84,11.909,4.499,pastizal
85ce8327fffffff,-39.493,-71.645,1.0,0,0.30533713,1244.0,6.29,945.35,2.98,78.62,33.894,67.928,bosque
85ce832ffffffff,-39.411,-71.509,1.0,0,0.18866049,1230.0,6.29,945.35,2.98,78.62,38.673,67.336,bosque
85ce8347fffffff,-39.664,-70.85,1.0,0,0.01718666,1159.0,7.54,602.25,5.71,69.28,10.04,22.062,pastizal
85ce8353fffffff,-39.872,-70.654,2.0,0,0.013216882,1189.0,7.54,602.25,5.71,69.28,35.3,2.548,pastizal
85ce8357fffffff,-39.81,-70.819,8.0,0,0.03283844,748.0,7.54,602.25,5.71,69.28,25.021,12.428,pastizal
85ce835bfffffff,-39.789,-70.52,9.0,0,0.02973581,998.0,7.54,602.25,5.71,69.28,26.449,7.47,pastizal
85ce8363fffffff,-39.456,-71.045,303.0,1,0.28847882,1141.0,6.29,945.35,2.98,78.62,10.551,49.163,pastizal
85ce8367fffffff,-39.393,-71.209,9.0,0,0.38169697,1013.0,6.29,945.35,2.98,78.62,14.604,59.05,pastizal
85ce836bfffffff,-39.374,-70.911,3.0,0,0.4668764,927.0,6.29,945.35,2.98,78.62,8.116,48.102,pastizal
85ce836ffffffff,-39.31,-71.075,8.0,0,0.5192011,2092.0,6.29,945.35,2.98,78.62,6.162,62.568,pastizal
85ce8373fffffff,-39.601,-71.015,4.0,0,0.22204077,1281.0,6.29,945.35,2.98,78.62,6.747,34.951,pastizal
85ce8377fffffff,-39.538,-71.18,433.0,1,0.78452927,1487.0,6.29,945.35,2.98,78.62,22.144,42.698,pastizal
85ce837bfffffff,-39.519,-70.881,6.0,0,0.47158995,1529.0,6.29,945.35,2.98,78.62,10.548,34.15,pastizal
85ce8383fffffff,-40.205,-71.195,5.0,0,0.029384714,1242.0,6.54,894.25,3.79,77.84,14.399,8.538,bosque
85ce8387fffffff,-40.142,-71.361,13.0,0,0.03825768,1079.0,6.54,894.25,3.79,77.84,1.788,1.871,bosque
85ce838bfffffff,-40.122,-71.058,3.0,0,0.23404126,948.0,6.54,894.25,3.79,77.84,18.809,6.745,pastizal
85ce838ffffffff,-40.059,-71.225,14.0,0,0.19223724,910.0,6.54,894.25,3.79,77.84,15.331,6.704,pastizal
85ce83a3fffffff,-39.932,-71.558,1.0,0,0.14092256,1272.0,6.54,894.25,3.79,77.84,21.897,30.339,bosque
85ce83abfffffff,-39.849,-71.421,28.0,0,0.4684089,1560.0,6.54,894.25,3.79,77.84,10.597,30.671,bosque
85ce83c3fffffff,-40.101,-70.757,4.0,0,0.35273337,632.0,8.51,591.3,5.22,69.26,31.358,0.34,pastizal
85ce83cbfffffff,-40.018,-70.622,16.0,0,0.0844584,1203.0,8.51,591.3,5.22,69.26,38.885,12.073,pastizal
85ce83cffffffff,-39.955,-70.788,11.0,0,0.053049248,810.0,8.51,591.3,5.22,69.26,24.056,3.044,pastizal
85ce83d3fffffff,-40.247,-70.725,2.0,0,0.34344214,780.0,8.51,591.3,5.22,69.26,43.892,7.231,pastizal
85ce83d7fffffff,-40.185,-70.892,2.0,0,0.32745194,895.0,8.51,591.3,5.22,69.26,29.853,14.393,pastizal
85ce83dbfffffff,-40.163,-70.59,86.0,0,0.33163905,938.0,8.51,591.3,5.22,69.26,45.73,6.638,pastizal
85ce8407fffffff,-41.821,-70.851,1.0,0,0.12160419,954.0,7.31,624.15,4.98,71.44,36.664,0.811,pastizal
85ce8423fffffff,-41.612,-71.054,10.0,0,0.098103724,1710.0,4.75,839.5,3.92,78.44,49.644,23.713,bosque
85ce842bfffffff,-41.526,-70.915,2.0,0,0.2517416,1133.0,4.75,839.5,3.92,78.44,47.689,18.707,pastizal
85ce842ffffffff,-41.464,-71.086,15.0,0,0.16522445,1321.0,4.75,839.5,3.92,78.44,38.743,31.377,pastizal
85ce8433fffffff,-41.759,-71.023,27.0,0,0.43312836,1712.0,4.75,839.5,3.92,78.44,34.537,13.567,pastizal
85ce8437fffffff,-41.697,-71.195,62.0,0,0.20182382,1375.0,4.75,839.5,3.92,78.44,39.284,19.993,bosque
85ce843bfffffff,-41.673,-70.883,4.0,0,0.01848523,1329.0,4.75,839.5,3.92,78.44,48.12,8.164,pastizal
85ce844bfffffff,-41.684,-70.095,1.0,0,0.0051883026,1081.0,7.23,518.3,5.73,70.12,59.972,42.673,suelo_desnudo
85ce8457fffffff,-41.856,-70.369,7.0,0,0.001724881,813.0,7.23,518.3,5.73,70.12,69.705,33.856,suelo_desnudo
85ce8463fffffff,-41.502,-70.606,1.0,0,0.022639506,1110.0,6.28,671.6,5.24,73.54,43.255,5.88,pastizal
85ce846ffffffff,-41.355,-70.638,4.0,0,0.028551873,1149.0,6.28,671.6,5.24,73.54,26.784,4.743,pastizal
85ce8473fffffff,-41.649,-70.573,2.0,0,0.011700231,1012.0,6.28,671.6,5.24,73.54,59.764,9.046,suelo_desnudo
85ce847bfffffff,-41.563,-70.436,1.0,0,0.013385807,1128.0,6.28,671.6,5.24,73.54,54.472,20.151,suelo_desnudo
85ce8483fffffff,-42.263,-70.754,2.0,0,0.095329724,803.0,7.57,671.6,4.26,72.17,41.604,30.739,pastizal
85ce8487fffffff,-42.202,-70.927,28.0,0,0.29465002,945.0,7.57,671.6,4.26,72.17,26.109,18.148,pastizal
85ce848ffffffff,-42.116,-70.787,1.0,0,0.2378195,869.0,7.57,671.6,4.26,72.17,32.418,29.089,pastizal
85ce8497fffffff,-42.35,-70.895,4.0,0,0.09513524,594.0,7.57,671.6,4.26,72.17,40.179,15.995,pastizal
85ce84a3fffffff,-41.993,-71.132,283.0,1,0.03136339,713.0,6.48,806.65,3.27,75.99,7.092,0.639,pastizal
85ce84a7fffffff,-41.931,-71.304,436.0,1,0.3472105,1505.0,6.48,806.65,3.27,75.99,17.402,13.344,pastizal
85ce84abfffffff,-41.907,-70.991,116.0,0,0.34482127,846.0,6.48,806.65,3.27,75.99,21.704,0.559,pastizal
85ce84affffffff,-41.845,-71.163,105.0,0,0.1258797,1236.0,6.48,806.65,3.27,75.99,22.825,12.436,pastizal
85ce84b3fffffff,-42.141,-71.1,42.0,0,0.18649894,1184.0,6.48,806.65,3.27,75.99,11.454,6.196,pastizal
85ce84b7fffffff,-42.079,-71.273,75.0,0,0.2609719,1337.0,6.48,806.65,3.27,75.99,8.901,8.586,pastizal
85ce84bbfffffff,-42.054,-70.959,39.0,0,0.37755895,986.0,6.48,806.65,3.27,75.99,17.331,15.198,pastizal
85ce84c7fffffff,-42.09,-70.475,1.0,0,0.0033869557,727.0,7.23,518.3,5.73,70.12,57.605,43.936,suelo_desnudo
85ce84d7fffffff,-42.237,-70.441,1.0,0,0.011020797,721.0,7.23,518.3,5.73,70.12,63.586,55.335,suelo_desnudo
85ce8503fffffff,-41.446,-71.881,1.0,0,0.37988266,715.0,6.01,963.6,2.27,80.24,48.029,31.774,bosque
85ce8513fffffff,-41.594,-71.851,9.0,0,0.105895974,1079.0,6.01,963.6,2.27,80.24,47.968,29.424,bosque
85ce8517fffffff,-41.531,-72.023,3.0,0,0.29413578,1439.0,6.01,963.6,2.27,80.24,62.151,43.988,pastizal
85ce851bfffffff,-41.509,-71.709,752.0,1,0.20717159,1027.0,6.01,963.6,2.27,80.24,44.08,18.972,bosque
85ce8523fffffff,-41.17,-72.252,6.0,0,0.038648836,807.0,9.41,1142.45,2.43,82.84,61.131,56.331,agua
85ce8527fffffff,-41.105,-72.423,1.0,0,0.07516722,361.0,9.41,1142.45,2.43,82.84,66.04,59.158,bosque
85ce852ffffffff,-41.021,-72.28,1.0,0,0.095721506,534.0,9.41,1142.45,2.43,82.84,50.854,44.153,bosque
85ce8533fffffff,-41.318,-72.223,1.0,0,0.02602622,820.0,9.41,1142.45,2.43,82.84,67.608,59.364,bosque
85ce8537fffffff,-41.254,-72.395,10.0,0,0.10880517,646.0,9.41,1142.45,2.43,82.84,75.931,70.546,bosque
85ce853bfffffff,-41.234,-72.081,1.0,0,0.053719707,377.0,9.41,1142.45,2.43,82.84,54.083,49.103,bosque
85ce854bfffffff,-41.255,-71.287,15.0,0,0.28382853,1370.0,4.75,839.5,3.92,78.44,10.16,8.513,pastizal
85ce854ffffffff,-41.192,-71.458,4.0,0,0.6477712,1788.0,4.75,839.5,3.92,78.44,3.018,4.947,bosque
85ce8553fffffff,-41.487,-71.397,119.0,0,0.2659422,1116.0,4.75,839.5,3.92,78.44,35.498,5.884,bosque
85ce8567fffffff,-41.002,-71.968,1.0,0,0.59258324,1497.0,5.84,1025.65,2.44,82.5,32.759,29.297,pastizal
85ce8577fffffff,-41.15,-71.939,1.0,0,0.55510926,1600.0,5.84,1025.65,2.44,82.5,41.709,39.409,suelo_desnudo
85ce8583fffffff,-41.828,-71.964,8.0,0,0.69664526,257.0,5.77,1149.75,2.18,81.43,37.966,37.365,bosque
85ce8587fffffff,-41.764,-72.137,1.0,0,0.08587947,681.0,5.77,1149.75,2.18,81.43,53.949,53.256,bosque
85ce858bfffffff,-41.743,-71.822,1.0,0,0.8272268,1558.0,5.77,1149.75,2.18,81.43,33.403,28.71,bosque
85ce858ffffffff,-41.679,-71.994,73.0,0,0.23322456,907.0,5.77,1149.75,2.18,81.43,48.726,42.73,bosque
85ce8593fffffff,-41.977,-71.935,1.0,0,0.5495964,388.0,5.77,1149.75,2.18,81.43,29.323,32.699,bosque
85ce8597fffffff,-41.913,-72.108,1.0,0,0.26589477,900.0,5.77,1149.75,2.18,81.43,45.262,47.489,bosque
85ce85a3fffffff,-41.551,-72.338,1.0,0,0.033823617,0.0,8.51,1211.8,2.09,84.18,80.224,70.067,bosque
85ce85affffffff,-41.403,-72.367,4.0,0,0.31690958,940.0,8.51,1211.8,2.09,84.18,81.75,71.261,bosque
85ce85b3fffffff,-41.7,-72.31,19.0,0,0.14988042,141.0,8.51,1211.8,2.09,84.18,69.967,68.924,bosque
85ce85b7fffffff,-41.636,-72.482,4.0,0,0.07697236,767.0,8.51,1211.8,2.09,84.18,86.016,82.264,bosque
85ce85bbfffffff,-41.615,-72.166,1.0,0,0.27973196,1031.0,8.51,1211.8,2.09,84.18,64.396,55.79,bosque
85ce85c3fffffff,-41.72,-71.507,4.0,0,0.03083281,680.0,4.75,839.5,3.92,78.44,26.672,3.636,bosque
85ce85c7fffffff,-41.658,-71.679,1.0,0,0.3676931,1602.0,4.75,839.5,3.92,78.44,35.374,17.348,bosque
85ce85cbfffffff,-41.635,-71.366,6.0,0,0.09767797,1215.0,4.75,839.5,3.92,78.44,38.863,7.436,bosque
85ce85cffffffff,-41.572,-71.538,306.0,1,0.016548838,945.0,4.75,839.5,3.92,78.44,42.953,3.213,bosque
85ce85d3fffffff,-41.868,-71.477,335.0,1,0.031704474,647.0,4.75,839.5,3.92,78.44,11.437,1.296,bosque
85ce85dbfffffff,-41.783,-71.335,26.0,0,0.5586199,1577.0,4.75,839.5,3.92,78.44,25.997,7.872,pastizal
85ce8607fffffff,-41.22,-69.891,2.0,0,0.0017669626,1183.0,5.89,667.95,5.79,73.86,31.069,7.004,suelo_desnudo
85ce860bfffffff,-41.194,-69.588,5.0,0,0.013767302,1080.0,5.89,667.95,5.79,73.86,15.547,15.585,pastizal
85ce860ffffffff,-41.134,-69.757,5.0,0,0.011746089,1228.0,5.89,667.95,5.79,73.86,27.839,20.334,pastizal
85ce8617fffffff,-41.366,-69.857,8.0,0,0.007592711,957.0,5.89,667.95,5.79,73.86,25.919,3.129,suelo_desnudo
85ce8623fffffff,-41.014,-70.093,1.0,0,0.0031604609,1214.0,7.32,456.25,5.55,69.66,14.489,10.63,suelo_desnudo
85ce8627fffffff,-40.953,-70.262,2.0,0,0.045151614,765.0,7.32,456.25,5.55,69.66,8.709,8.611,pastizal
85ce862bfffffff,-40.929,-69.959,2.0,0,0.0009631275,1282.0,7.32,456.25,5.55,69.66,28.136,25.08,suelo_desnudo
85ce862ffffffff,-40.868,-70.127,4.0,0,0.022287874,1034.0,7.32,456.25,5.55,69.66,21.526,20.287,pastizal
85ce8633fffffff,-41.16,-70.06,8.0,0,0.04546295,1174.0,7.32,456.25,5.55,69.66,22.278,9.245,pastizal
85ce8637fffffff,-41.099,-70.229,14.0,0,0.01979433,904.0,7.32,456.25,5.55,69.66,8.066,0.503,pastizal
85ce8657fffffff,-41.253,-69.42,4.0,0,0.024404794,858.0,8.77,343.1,5.72,63.42,13.721,6.804,pastizal
85ce8667fffffff,-40.844,-69.825,3.0,0,0.03390064,1220.0,8.77,343.1,5.72,63.42,40.27,39.721,pastizal
85ce8673fffffff,-41.049,-69.623,1.0,0,0.06543484,1044.0,8.77,343.1,5.72,63.42,31.934,31.94,pastizal
85ce8677fffffff,-40.989,-69.791,1.0,0,0.0047008214,1120.0,8.77,343.1,5.72,63.42,40.114,34.018,suelo_desnudo
85ce86a3fffffff,-41.391,-70.162,1.0,0,0.03209986,1507.0,5.89,667.95,5.79,73.86,40.85,16.787,pastizal
85ce86a7fffffff,-41.331,-70.332,2.0,0,0.028981777,1345.0,5.89,667.95,5.79,73.86,33.71,19.116,pastizal
85ce86abfffffff,-41.306,-70.026,60.0,0,0.0031408616,1206.0,5.89,667.95,5.79,73.86,36.38,2.832,pastizal
85ce86affffffff,-41.245,-70.195,1.0,0,0.02172672,1157.0,5.89,667.95,5.79,73.86,24.406,4.547,pastizal
85ce86bbfffffff,-41.452,-69.992,3.0,0,0.01258643,1387.0,5.89,667.95,5.79,73.86,39.301,17.914,pastizal
85ce86dbfffffff,-41.602,-69.18,1.0,0,0.016644089,1279.0,7.49,335.8,6.01,66.36,42.834,32.941,pastizal
85ce8803fffffff,-38.914,-73.434,2.0,0,0.19321337,0.0,11.52,1091.35,2.84,83.2,182.902,222.613,agua
85ce880bfffffff,-38.834,-73.294,61.0,0,0.3401301,1.0,11.52,1091.35,2.84,83.2,171.213,209.637,bosque
85ce880ffffffff,-38.766,-73.458,38.0,0,0.22169791,0.0,11.52,1091.35,2.84,83.2,186.198,223.5,agua
85ce881bfffffff,-38.981,-73.269,184.0,1,0.9244642,49.0,11.52,1091.35,2.84,83.2,168.529,208.59,pastizal
85ce8843fffffff,-38.821,-72.99,632.0,1,0.9649286,76.0,11.52,1091.35,2.84,83.2,145.027,183.181,pastizal
85ce8847fffffff,-38.754,-73.154,491.0,1,0.6750632,96.0,11.52,1091.35,2.84,83.2,160.116,196.99,bosque
85ce884bfffffff,-38.741,-72.851,464.0,1,0.9607853,64.0,11.52,1091.35,2.84,83.2,134.3,170.582,cultivo
85ce884ffffffff,-38.674,-73.015,661.0,1,0.7139371,46.0,11.52,1091.35,2.84,83.2,149.734,184.731,cultivo
85ce8853fffffff,-38.968,-72.964,397.0,1,0.54592526,50.0,11.52,1091.35,2.84,83.2,142.081,183.105,bosque
85ce8857fffffff,-38.901,-73.129,145.0,0,0.71040386,329.0,11.52,1091.35,2.84,83.2,156.483,196.147,bosque
85ce885bfffffff,-38.888,-72.826,434.0,1,0.8972433,71.0,11.52,1091.35,2.84,83.2,130.205,169.799,bosque
85ce8863fffffff,-38.539,-73.343,82.0,0,0.81295806,651.0,11.14,1029.3,3.95,82.47,181.016,213.921,bosque
85ce8867fffffff,-38.471,-73.506,402.0,1,0.9723957,212.0,11.14,1029.3,3.95,82.47,196.809,228.858,bosque
85ce886bfffffff,-38.46,-73.204,127.0,0,0.8858635,668.0,11.14,1029.3,3.95,82.47,171.938,202.719,bosque
85ce886ffffffff,-38.392,-73.367,794.0,1,0.8673257,357.0,11.14,1029.3,3.95,82.47,187.897,217.905,bosque
85ce8873fffffff,-38.687,-73.318,278.0,1,0.93654174,57.0,11.14,1029.3,3.95,82.47,175.411,211.148,bosque
85ce8877fffffff,-38.619,-73.482,165.0,1,0.95546335,48.0,11.14,1029.3,3.95,82.47,190.868,225.594,agua
85ce887bfffffff,-38.607,-73.179,184.0,1,0.8625129,383.0,11.14,1029.3,3.95,82.47,165.317,199.197,bosque
85ce88c3fffffff,-39.196,-73.078,51.0,0,0.6227876,29.0,11.52,1091.35,2.84,83.2,153.866,180.814,bosque
85ce88c7fffffff,-39.129,-73.244,105.0,0,0.5473345,13.0,11.52,1091.35,2.84,83.2,167.439,196.722,agua
