hex,lat,lon,n_focos,riesgo_alto,proba_oof,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,dist_asentamiento_km,dist_ruta_km,cobertura_veg
85c30527fffffff,-42.645,-63.855,1.0,0,0.05167545,-16.0,13.15,335.8,7.04,72.88,35.87,97.741,pastizal
85c30537fffffff,-42.735,-63.973,3.0,0,0.13448988,74.0,13.15,335.8,7.04,72.88,31.176,87.434,pastizal
85c305b3fffffff,-43.009,-64.33,1.0,0,0.028701682,0.0,13.38,266.45,6.71,67.69,48.817,65.17,agua
85c30803fffffff,-40.931,-62.58,24.0,0,0.10793067,20.0,14.21,452.6,6.47,69.87,36.321,34.181,pastizal
85c30807fffffff,-40.796,-62.629,9.0,0,0.12460083,17.0,14.21,452.6,6.47,69.87,28.667,22.28,pastizal
85c3080ffffffff,-40.843,-62.471,14.0,0,0.14061517,11.0,14.21,452.6,6.47,69.87,42.394,36.616,pastizal
85c30813fffffff,-41.019,-62.689,73.0,0,0.059658937,0.0,14.21,452.6,6.47,69.87,34.367,35.027,agua
85c30817fffffff,-40.884,-62.738,24.0,0,0.191363,27.0,14.21,452.6,6.47,69.87,22.015,20.992,pastizal
85c30823fffffff,-40.572,-62.569,14.0,0,0.06786934,4.0,14.54,427.05,5.72,65.33,41.544,21.439,pastizal
85c30827fffffff,-40.437,-62.618,12.0,0,0.32374346,22.0,14.54,427.05,5.72,65.33,49.185,14.298,pastizal
85c3082bfffffff,-40.619,-62.412,24.0,0,0.035758898,12.0,14.54,427.05,5.72,65.33,50.71,35.564,suelo_desnudo
85c3082ffffffff,-40.485,-62.461,8.0,0,0.15896378,14.0,14.54,427.05,5.72,65.33,54.724,28.454,pastizal
85c30833fffffff,-40.66,-62.678,20.0,0,0.11357964,20.0,14.54,427.05,5.72,65.33,28.502,14.626,pastizal
85c30837fffffff,-40.525,-62.726,29.0,0,0.16133249,13.0,14.54,427.05,5.72,65.33,35.917,7.615,pastizal
85c3083bfffffff,-40.707,-62.52,20.0,0,0.1746082,19.0,14.54,427.05,5.72,65.33,38.966,28.786,pastizal
85c30863fffffff,-40.801,-62.205,1.0,0,0.06827188,0.0,14.21,452.6,6.47,69.87,64.453,57.007,agua
85c30867fffffff,-40.666,-62.255,26.0,0,0.15894322,9.0,14.21,452.6,6.47,69.87,61.84,49.694,pastizal
85c30873fffffff,-40.889,-62.313,36.0,0,0.02306997,0.0,14.21,452.6,6.47,69.87,56.396,50.925,agua
85c30877fffffff,-40.754,-62.363,11.0,0,0.15089475,8.0,14.21,452.6,6.47,69.87,51.314,42.911,pastizal
85c30883fffffff,-41.061,-62.958,3.0,0,0.36784002,33.0,14.32,383.25,5.66,62.09,27.579,27.664,pastizal
85c30887fffffff,-40.924,-63.007,330.0,1,0.717876,2.0,14.32,383.25,5.66,62.09,12.342,12.038,pastizal
85c3088bfffffff,-41.108,-62.799,2.0,0,0.09641993,0.0,14.32,383.25,5.66,62.09,36.581,37.548,agua
85c3088ffffffff,-40.972,-62.848,82.0,0,0.5783515,5.0,14.32,383.25,5.66,62.09,21.445,22.737,pastizal
85c30893fffffff,-41.149,-63.069,18.0,0,0.102337226,0.0,14.32,383.25,5.66,62.09,37.686,36.924,agua
85c30897fffffff,-41.013,-63.117,133.0,0,0.46224827,48.0,14.32,383.25,5.66,62.09,24.055,22.178,pastizal
85c308a3fffffff,-40.7,-62.945,46.0,0,0.7719108,27.0,14.78,383.25,5.22,58.48,10.234,5.809,pastizal
85c308a7fffffff,-40.565,-62.993,22.0,0,0.33943996,36.0,14.78,383.25,5.22,58.48,25.232,13.809,cultivo
85c308abfffffff,-40.748,-62.787,19.0,0,0.42667013,25.0,14.78,383.25,5.22,58.48,16.026,7.923,pastizal
85c308affffffff,-40.613,-62.835,19.0,0,0.43541303,35.0,14.78,383.25,5.22,58.48,22.752,0.426,pastizal
85c308b3fffffff,-40.788,-63.055,177.0,1,0.52763516,4.0,14.78,383.25,5.22,58.48,4.971,3.184,pastizal
85c308b7fffffff,-40.652,-63.103,210.0,1,0.28194594,37.0,14.78,383.25,5.22,58.48,17.624,15.957,pastizal
85c308bbfffffff,-40.836,-62.896,83.0,0,0.65158314,31.0,14.78,383.25,5.22,58.48,7.881,8.554,pastizal
85c30903fffffff,-39.984,-62.919,223.0,1,0.45750433,27.0,15.07,419.75,5.1,57.99,26.971,21.739,matorral
85c30907fffffff,-39.849,-62.967,99.0,0,0.4435544,27.0,15.07,419.75,5.1,57.99,31.02,25.95,matorral
85c3090bfffffff,-40.032,-62.763,188.0,1,0.86751205,25.0,15.07,419.75,5.1,57.99,17.924,8.343,pastizal
85c3090ffffffff,-39.897,-62.811,67.0,0,0.7139357,18.0,15.07,419.75,5.1,57.99,16.879,12.656,cultivo
85c30913fffffff,-40.071,-63.027,32.0,0,0.8079246,40.0,15.07,419.75,5.1,57.99,39.086,30.857,matorral
85c30917fffffff,-39.936,-63.075,62.0,0,0.78147197,34.0,15.07,419.75,5.1,57.99,39.359,35.198,matorral
85c3091bfffffff,-40.119,-62.871,34.0,0,0.9125381,36.0,15.07,419.75,5.1,57.99,31.263,17.635,pastizal
85c30923fffffff,-39.628,-62.906,256.0,1,0.9114144,19.0,15.27,489.1,4.95,58.78,23.683,19.565,pastizal
85c3092bfffffff,-39.676,-62.752,173.0,1,0.6756082,12.0,15.27,489.1,4.95,58.78,20.016,6.551,cultivo
85c3092ffffffff,-39.542,-62.799,100.0,0,0.85287267,24.0,15.27,489.1,4.95,58.78,10.938,10.361,matorral
85c30933fffffff,-39.714,-63.014,98.0,0,0.8002781,10.0,15.27,489.1,4.95,58.78,36.831,29.277,matorral
85c30937fffffff,-39.579,-63.061,166.0,1,0.5759198,16.0,15.27,489.1,4.95,58.78,33.698,32.793,matorral
85c3093bfffffff,-39.763,-62.859,85.0,0,0.7279279,20.0,15.27,489.1,4.95,58.78,27.049,16.236,matorral
85c30943fffffff,-40.215,-62.559,2.0,0,0.3065534,23.0,14.86,467.2,5.53,64.45,33.439,7.605,pastizal
85c30947fffffff,-40.08,-62.607,30.0,0,0.59677,23.0,14.86,467.2,5.53,64.45,18.113,5.041,pastizal
85c3094bfffffff,-40.262,-62.403,18.0,0,0.025788417,0.0,14.86,467.2,5.53,64.45,42.478,21.213,agua
85c3094ffffffff,-40.128,-62.452,22.0,0,0.50697374,13.0,14.86,467.2,5.53,64.45,27.303,17.775,pastizal
85c30953fffffff,-40.302,-62.667,5.0,0,0.28146788,28.0,14.86,467.2,5.53,64.45,42.977,4.695,cultivo
85c30957fffffff,-40.167,-62.715,6.0,0,0.23361921,32.0,14.86,467.2,5.53,64.45,29.012,5.031,cultivo
85c3095bfffffff,-40.35,-62.51,27.0,0,0.39827725,20.0,14.86,467.2,5.53,64.45,48.913,17.615,pastizal
85c30963fffffff,-39.859,-62.549,64.0,0,0.6353179,11.0,14.86,467.2,5.53,64.45,8.662,9.787,cultivo
85c30967fffffff,-39.725,-62.597,155.0,1,0.35783082,11.0,14.86,467.2,5.53,64.45,21.49,6.434,pastizal
85c3096bfffffff,-39.907,-62.394,55.0,0,0.35769126,9.0,14.86,467.2,5.53,64.45,19.041,23.089,cultivo
85c3096ffffffff,-39.772,-62.442,157.0,1,0.66240853,6.0,14.86,467.2,5.53,64.45,21.896,19.392,pastizal
85c30973fffffff,-39.946,-62.656,20.0,0,0.44874287,19.0,14.86,467.2,5.53,64.45,4.626,0.703,cultivo
85c30977fffffff,-39.811,-62.704,131.0,0,0.113671705,14.0,14.86,467.2,5.53,64.45,14.045,3.227,cultivo
85c3097bfffffff,-39.993,-62.5,48.0,0,0.19053084,12.0,14.86,467.2,5.53,64.45,13.011,14.078,cultivo
85c30983fffffff,-40.109,-63.293,82.0,0,0.8929326,52.0,15.07,419.75,5.1,57.99,47.729,50.889,matorral
85c30987fffffff,-39.973,-63.34,104.0,0,0.87991834,37.0,15.07,419.75,5.1,57.99,57.647,57.795,matorral
85c3098bfffffff,-40.158,-63.137,68.0,0,0.8695846,50.0,15.07,419.75,5.1,57.99,51.851,36.513,cultivo
85c3098ffffffff,-40.022,-63.184,41.0,0,0.8266451,31.0,15.07,419.75,5.1,57.99,49.952,44.321,matorral
85c30993fffffff,-40.196,-63.403,27.0,0,0.83787143,59.0,15.07,419.75,5.1,57.99,34.286,41.83,matorral
85c30997fffffff,-40.06,-63.45,253.0,1,0.80296934,54.0,15.07,419.75,5.1,57.99,44.799,52.416,matorral
85c3099bfffffff,-40.245,-63.246,19.0,0,0.74149126,51.0,15.07,419.75,5.1,57.99,41.474,42.004,matorral
85c309a3fffffff,-39.751,-63.278,349.0,1,0.87991834,39.0,15.07,419.75,5.1,57.99,58.093,52.103,matorral
85c309a7fffffff,-39.616,-63.325,365.0,1,0.79025203,64.0,15.07,419.75,5.1,57.99,56.691,55.44,matorral
85c309abfffffff,-39.8,-63.122,173.0,1,0.68880635,38.0,15.07,419.75,5.1,57.99,45.341,39.013,pastizal
85c309affffffff,-39.665,-63.169,299.0,1,0.82923687,29.0,15.07,419.75,5.1,57.99,45.562,42.36,pastizal
85c309b3fffffff,-39.838,-63.387,303.0,1,0.9063239,39.0,15.07,419.75,5.1,57.99,66.699,61.892,matorral
85c309b7fffffff,-39.702,-63.434,330.0,1,0.87964815,81.0,15.07,419.75,5.1,57.99,68.269,65.219,matorral
85c309bbfffffff,-39.887,-63.231,65.0,0,0.8692527,46.0,15.07,419.75,5.1,57.99,52.809,48.635,matorral
85c309c3fffffff,-40.342,-62.932,166.0,1,0.37416145,39.0,14.78,383.25,5.22,58.48,50.018,13.559,matorral
85c309c7fffffff,-40.206,-62.98,16.0,0,0.35425285,46.0,14.78,383.25,5.22,58.48,44.638,22.258,pastizal
85c309cbfffffff,-40.39,-62.775,12.0,0,0.32422516,27.0,14.78,383.25,5.22,58.48,47.476,0.616,pastizal
85c309cffffffff,-40.254,-62.823,39.0,0,0.6001826,37.0,14.78,383.25,5.22,58.48,41.387,8.513,cultivo
85c309d3fffffff,-40.429,-63.041,76.0,0,0.29433802,26.0,14.78,383.25,5.22,58.48,40.457,20.862,matorral
85c309d7fffffff,-40.293,-63.089,102.0,0,0.48650855,51.0,14.78,383.25,5.22,58.48,51.78,27.766,matorral
85c309dbfffffff,-40.477,-62.884,144.0,0,0.5131591,34.0,14.78,383.25,5.22,58.48,35.584,6.586,pastizal
85c30b83fffffff,-40.444,-62.197,92.0,0,0.083784394,0.0,14.54,427.05,5.72,65.33,68.612,45.238,agua
85c30b87fffffff,-40.31,-62.247,64.0,0,0.103910394,1.0,14.54,427.05,5.72,65.33,53.831,35.339,agua
85c30b8ffffffff,-40.356,-62.091,2.0,0,0.09348949,0.0,14.54,427.05,5.72,65.33,66.302,49.527,agua
85c30b93fffffff,-40.532,-62.304,18.0,0,0.36138222,2.0,14.54,427.05,5.72,65.33,63.075,42.619,pastizal
85c30b97fffffff,-40.397,-62.354,9.0,0,0.048512906,0.0,14.54,427.05,5.72,65.33,57.852,31.245,agua
85c30b9bfffffff,-40.578,-62.148,22.0,0,0.08967828,0.0,14.54,427.05,5.72,65.33,73.264,56.752,agua
85c30babfffffff,-40.135,-62.035,2.0,0,0.079961196,0.0,14.86,467.2,5.53,64.45,55.287,53.006,agua
85c30bb3fffffff,-40.175,-62.296,1.0,0,0.02239906,0.0,14.86,467.2,5.53,64.45,39.634,30.373,agua
85c30bb7fffffff,-40.041,-62.345,30.0,0,0.39542657,3.0,14.86,467.2,5.53,64.45,26.946,27.399,pastizal
85c30bbbfffffff,-40.222,-62.141,1.0,0,0.020107746,0.0,14.86,467.2,5.53,64.45,52.934,43.17,agua
85c30c27fffffff,-41.053,-63.389,3.0,0,0.45726216,55.0,14.32,383.25,5.66,62.09,35.207,33.209,matorral
85c30c37fffffff,-41.141,-63.501,53.0,0,0.5634951,63.0,14.32,383.25,5.66,62.09,47.748,45.472,pastizal
85c30d03fffffff,-40.594,-63.69,9.0,0,0.8175771,44.0,14.93,343.1,5.23,56.47,18.168,8.613,matorral
85c30d07fffffff,-40.457,-63.737,131.0,0,0.793088,31.0,14.93,343.1,5.23,56.47,6.082,2.22,matorral
85c30d0bfffffff,-40.643,-63.531,247.0,1,0.41543078,15.0,14.93,343.1,5.23,56.47,25.258,0.147,matorral
85c30d0ffffffff,-40.506,-63.578,247.0,1,0.51639664,24.0,14.93,343.1,5.23,56.47,11.698,4.661,matorral
85c30d13fffffff,-40.681,-63.803,36.0,0,0.5292056,31.0,14.93,343.1,5.23,56.47,29.891,3.458,matorral
85c30d17fffffff,-40.544,-63.849,6.0,0,0.56980056,78.0,14.93,343.1,5.23,56.47,19.489,10.365,matorral
85c30d1bfffffff,-40.731,-63.643,50.0,0,0.67859924,41.0,14.93,343.1,5.23,56.47,31.811,2.128,matorral
85c30d23fffffff,-40.233,-63.672,101.0,0,0.6660406,68.0,15.32,357.7,5.09,54.81,21.321,26.993,matorral
85c30d27fffffff,-40.097,-63.718,389.0,1,0.90501004,68.0,15.32,357.7,5.09,54.81,36.682,34.269,matorral
85c30d2bfffffff,-40.283,-63.514,106.0,0,0.7691885,59.0,15.32,357.7,5.09,54.81,20.819,28.558,matorral
85c30d2ffffffff,-40.147,-63.561,60.0,0,0.95320886,62.0,15.32,357.7,5.09,54.81,32.401,39.597,matorral
85c30d33fffffff,-40.32,-63.783,76.0,0,0.5616662,63.0,15.32,357.7,5.09,54.81,14.966,14.75,matorral
85c30d37fffffff,-40.184,-63.83,36.0,0,0.76084316,83.0,15.32,357.7,5.09,54.81,29.98,20.807,matorral
85c30d3bfffffff,-40.37,-63.625,59.0,0,0.7646149,49.0,15.32,357.7,5.09,54.81,7.384,15.153,matorral
85c30d43fffffff,-40.828,-63.325,208.0,1,0.24384235,57.0,14.32,383.25,5.66,62.09,9.959,7.791,matorral
85c30d47fffffff,-40.692,-63.372,164.0,1,0.8046899,12.0,14.32,383.25,5.66,62.09,10.942,4.309,pastizal
85c30d4bfffffff,-40.876,-63.166,171.0,1,0.47449166,48.0,14.32,383.25,5.66,62.09,15.169,8.775,pastizal
85c30d4ffffffff,-40.74,-63.214,182.0,1,0.9260552,5.0,14.32,383.25,5.66,62.09,4.7,4.392,pastizal
85c30d53fffffff,-40.916,-63.436,2.0,0,0.63062066,59.0,14.32,383.25,5.66,62.09,23.338,20.004,matorral
85c30d57fffffff,-40.78,-63.484,264.0,1,0.670864,16.0,14.32,383.25,5.66,62.09,18.559,8.805,matorral
85c30d5bfffffff,-40.965,-63.277,65.0,0,0.16245069,57.0,14.32,383.25,5.66,62.09,23.911,20.975,matorral
85c30d63fffffff,-40.468,-63.309,76.0,0,0.2701807,43.0,14.78,383.25,5.22,58.48,31.283,25.759,matorral
85c30d67fffffff,-40.332,-63.356,47.0,0,0.26693678,55.0,14.78,383.25,5.22,58.48,28.859,31.683,matorral
85c30d6bfffffff,-40.516,-63.151,75.0,0,0.3140819,37.0,14.78,383.25,5.22,58.48,27.725,28.079,matorral
85c30d6ffffffff,-40.381,-63.199,104.0,0,0.27566284,49.0,14.78,383.25,5.22,58.48,40.625,35.165,pastizal
85c30d73fffffff,-40.555,-63.42,21.0,0,0.47708583,17.0,14.78,383.25,5.22,58.48,25.15,13.222,pastizal
85c30d77fffffff,-40.419,-63.467,55.0,0,0.7748384,46.0,14.78,383.25,5.22,58.48,17.53,18.189,matorral
85c30d7bfffffff,-40.604,-63.261,94.0,0,0.3118217,53.0,14.78,383.25,5.22,58.48,16.189,17.548,matorral
85c30d83fffffff,-40.719,-64.076,2.0,0,0.10536715,92.0,14.87,310.25,5.28,54.37,46.727,0.626,matorral
85c30d87fffffff,-40.582,-64.122,61.0,0,0.21299481,48.0,14.87,310.25,5.28,54.37,41.503,13.869,matorral
85c30d8ffffffff,-40.632,-63.962,22.0,0,0.13591737,80.0,14.87,310.25,5.28,54.37,33.081,9.054,matorral
85c30d93fffffff,-40.807,-64.19,90.0,0,0.049977247,58.0,14.87,310.25,5.28,54.37,60.414,11.249,matorral
85c30d97fffffff,-40.669,-64.236,58.0,0,0.38259143,98.0,14.87,310.25,5.28,54.37,54.459,4.1,matorral
85c30d9bfffffff,-40.857,-64.029,36.0,0,0.3080922,91.0,14.87,310.25,5.28,54.37,56.056,15.922,matorral
85c30da3fffffff,-40.358,-64.054,13.0,0,0.76014066,81.0,14.93,343.1,5.23,56.47,33.266,5.856,matorral
85c30da7fffffff,-40.221,-64.1,460.0,1,0.49856704,49.0,14.93,343.1,5.23,56.47,32.787,7.749,matorral
85c30dabfffffff,-40.408,-63.896,167.0,1,0.33945045,40.0,14.93,343.1,5.23,56.47,18.998,1.632,matorral
85c30daffffffff,-40.271,-63.942,378.0,1,0.8019702,40.0,14.93,343.1,5.23,56.47,28.604,7.407,matorral
85c30db3fffffff,-40.445,-64.167,1.0,0,0.7434654,89.0,14.93,343.1,5.23,56.47,41.937,16.988,matorral
85c30db7fffffff,-40.307,-64.213,68.0,0,0.74222887,38.0,14.93,343.1,5.23,56.47,30.414,5.779,matorral
85c30dbbfffffff,-40.495,-64.008,51.0,0,0.5855929,65.0,14.93,343.1,5.23,56.47,29.244,11.962,matorral
85c30dc3fffffff,-40.956,-63.709,10.0,0,0.18716538,30.0,14.48,343.1,5.71,60.22,43.662,27.072,matorral
85c30dc7fffffff,-40.818,-63.756,1.0,0,0.10414108,74.0,14.48,343.1,5.71,60.22,41.921,11.803,matorral
85c30dcbfffffff,-41.004,-63.549,3.0,0,0.11359136,60.0,14.48,343.1,5.71,60.22,36.897,32.631,pastizal
85c30dd3fffffff,-41.044,-63.822,1.0,0,0.14286491,75.0,14.48,343.1,5.71,60.22,57.003,36.793,pastizal
85c3200ffffffff,-44.351,-65.424,1.0,0,0.07839353,117.0,11.93,251.85,6.77,59.06,54.551,54.834,pastizal
85c3202ffffffff,-43.975,-65.39,1.0,0,0.005408449,227.0,11.81,240.9,6.54,58.35,76.462,35.664,matorral
85c32093fffffff,-44.673,-66.114,55.0,0,0.00501232,397.0,11.02,233.6,6.75,58.18,34.592,30.923,matorral
85c3209bfffffff,-44.723,-65.938,1.0,0,0.025772948,158.0,11.02,233.6,6.75,58.18,19.586,45.377,matorral
85c320a3fffffff,-44.202,-65.946,1.0,0,0.0045330687,323.0,11.46,229.95,6.45,57.58,68.7,10.214,pastizal
85c320affffffff,-44.11,-65.817,1.0,0,0.008090993,302.0,11.46,229.95,6.45,57.58,76.854,14.436,matorral
85c320b3fffffff,-44.294,-66.075,1.0,0,0.0032072435,337.0,11.46,229.95,6.45,57.58,62.843,6.762,matorral
85c32103fffffff,-43.449,-65.871,3.0,0,0.014366662,77.0,12.56,240.9,6.15,56.97,20.273,9.869,matorral
85c32107fffffff,-43.306,-65.915,5.0,0,0.013687276,92.0,12.56,240.9,6.15,56.97,16.591,3.946,matorral
85c3210ffffffff,-43.357,-65.744,11.0,0,0.027156776,29.0,12.56,240.9,6.15,56.97,6.109,6.217,matorral
85c32113fffffff,-43.54,-65.997,4.0,0,0.011512163,92.0,12.56,240.9,6.15,56.97,34.66,13.172,otro_0
85c32133fffffff,-43.164,-65.96,1.0,0,0.009388803,173.0,13.42,240.9,6.01,53.22,25.779,19.531,matorral
85c32153fffffff,-43.783,-65.608,1.0,0,0.0058569866,259.0,12.56,240.9,6.15,56.97,53.449,8.525,matorral
85c32163fffffff,-43.317,-65.449,28.0,0,0.03789959,13.0,12.56,240.9,6.15,56.97,4.625,4.381,matorral
85c32167fffffff,-43.175,-65.494,1.0,0,0.002526757,152.0,12.56,240.9,6.15,56.97,12.678,11.613,matorral
85c3216bfffffff,-43.367,-65.278,10.0,0,0.0026006002,153.0,12.56,240.9,6.15,56.97,12.526,3.459,matorral
85c3216ffffffff,-43.226,-65.324,59.0,0,0.07630918,40.0,12.56,240.9,6.15,56.97,2.962,1.615,matorral
85c32173fffffff,-43.408,-65.574,3.0,0,0.0028565868,153.0,12.56,240.9,6.15,56.97,14.303,13.529,matorral
85c32177fffffff,-43.266,-65.619,17.0,0,0.0054471535,97.0,12.56,240.9,6.15,56.97,8.749,1.888,matorral
85c3217bfffffff,-43.458,-65.403,1.0,0,0.0062421523,211.0,12.56,240.9,6.15,56.97,20.071,0.922,matorral
85c32183fffffff,-43.58,-66.297,7.0,0,0.008692916,170.0,12.41,233.6,6.16,55.02,56.261,4.209,matorral
85c32197fffffff,-43.528,-66.47,1.0,0,0.0073050354,226.0,12.41,233.6,6.16,55.02,66.143,6.454,matorral
85c321cbfffffff,-43.875,-65.735,1.0,0,0.005756553,275.0,11.81,240.9,6.54,58.35,63.04,7.044,matorral
85c321d3fffffff,-43.916,-66.036,2.0,0,0.0046480144,300.0,11.81,240.9,6.54,58.35,72.504,11.262,matorral
85c3242bfffffff,-44.766,-66.245,8.0,0,0.009272305,233.0,11.02,233.6,6.75,58.18,42.197,28.358,matorral
85c3242ffffffff,-44.623,-66.29,1.0,0,0.0052470183,396.0,11.02,233.6,6.75,58.18,49.635,16.442,matorral
85c32467fffffff,-44.816,-66.069,14.0,0,0.078066066,175.0,12.12,255.5,6.95,62.84,28.154,42.784,matorral
85c32493fffffff,-45.325,-67.046,1.0,0,0.17682157,43.0,11.05,251.85,6.86,60.99,66.138,19.386,suelo_desnudo
85c32497fffffff,-45.18,-67.09,23.0,0,0.12717272,437.0,11.05,251.85,6.86,60.99,79.093,7.141,matorral
85c324abfffffff,-44.901,-66.687,2.0,0,0.074030206,248.0,11.05,251.85,6.86,60.99,77.773,7.553,matorral
85c32557fffffff,-44.284,-66.555,1.0,0,0.0071384013,386.0,11.02,233.6,6.75,58.18,87.846,23.239,matorral
85c32573fffffff,-44.049,-66.468,1.0,0,0.011533895,271.0,11.46,229.95,6.45,57.58,102.482,34.656,pastizal
85c325a7fffffff,-43.696,-67.207,1.0,0,0.0017007386,376.0,11.43,222.65,6.28,57.46,128.471,1.178,matorral
85c325b7fffffff,-43.787,-67.34,5.0,0,0.0048057167,240.0,11.43,222.65,6.28,57.46,141.969,6.619,suelo_desnudo
85c325c7fffffff,-44.325,-66.862,1.0,0,0.0058108317,194.0,10.9,233.6,6.44,59.35,105.262,39.788,pastizal
85c325d7fffffff,-44.417,-66.995,1.0,0,0.008343788,337.0,10.9,233.6,6.44,59.35,110.13,41.605,pastizal
85c326a7fffffff,-45.059,-65.669,7.0,0,0.017523427,0.0,12.33,343.1,7.0,65.29,29.255,84.15,agua
85c32807fffffff,-41.69,-65.363,20.0,0,0.0306666,235.0,13.4,266.45,6.17,52.38,9.125,3.875,matorral
85c3280bfffffff,-41.881,-65.154,3.0,0,0.0761849,74.0,13.4,266.45,6.17,52.38,34.771,11.576,matorral
85c3280ffffffff,-41.741,-65.199,115.0,0,0.03175948,144.0,13.4,266.45,6.17,52.38,19.801,8.047,matorral
85c3281bfffffff,-41.97,-65.274,1.0,0,0.020511596,148.0,13.4,266.45,6.17,52.38,40.93,2.965,matorral
85c3282bfffffff,-41.512,-65.124,15.0,0,0.66326845,92.0,14.45,339.45,6.1,61.16,21.933,18.891,matorral
85c32833fffffff,-41.549,-65.408,1.0,0,0.42620373,230.0,14.45,339.45,6.1,61.16,7.476,3.393,matorral
85c3283bfffffff,-41.601,-65.243,8.0,0,0.17335883,162.0,14.45,339.45,6.1,61.16,9.319,9.276,matorral
85c32843fffffff,-42.071,-64.943,11.0,0,0.07960161,0.0,14.14,346.75,6.33,60.82,61.964,26.262,agua
85c32853fffffff,-42.161,-65.063,311.0,1,0.17687006,40.0,14.14,346.75,6.33,60.82,66.189,13.025,matorral
85c32857fffffff,-42.021,-65.109,40.0,0,0.5156298,16.0,14.14,346.75,6.33,60.82,50.382,15.305,matorral
85c3285bfffffff,-42.211,-64.897,74.0,0,0.32356578,56.0,14.14,346.75,6.33,60.82,62.059,25.192,pastizal
85c32867fffffff,-41.563,-64.96,1.0,0,0.16458313,0.0,14.45,339.45,6.1,61.16,33.295,32.358,agua
85c32873fffffff,-41.792,-65.034,57.0,0,0.24676505,27.0,14.45,339.45,6.1,61.16,33.74,20.942,agua
85c32877fffffff,-41.652,-65.079,252.0,1,0.12750605,40.0,14.45,339.45,6.1,61.16,23.551,20.128,matorral
85c3288bfffffff,-42.008,-65.561,3.0,0,0.015350227,246.0,13.4,266.45,6.17,52.38,47.457,20.999,matorral
85c32897fffffff,-41.904,-65.894,1.0,0,0.032249216,389.0,13.4,266.45,6.17,52.38,55.147,48.435,matorral
85c328a3fffffff,-41.586,-65.693,3.0,0,0.024109827,340.0,13.7,277.4,5.91,51.78,27.712,27.017,matorral
85c328a7fffffff,-41.446,-65.737,1.0,0,0.05167065,303.0,13.7,277.4,5.91,51.78,36.082,31.601,matorral
85c328abfffffff,-41.638,-65.528,1.0,0,0.019022722,315.0,13.7,277.4,5.91,51.78,14.253,14.647,matorral
85c328affffffff,-41.498,-65.572,2.0,0,0.037792187,263.0,13.7,277.4,5.91,51.78,21.354,18.146,matorral
85c328b3fffffff,-41.675,-65.815,8.0,0,0.024128195,421.0,13.7,277.4,5.91,51.78,38.457,38.864,matorral
85c328b7fffffff,-41.534,-65.858,9.0,0,0.054462194,346.0,13.7,277.4,5.91,51.78,42.194,40.842,matorral
85c328c3fffffff,-42.2,-65.351,1.0,0,0.036884964,140.0,13.4,266.45,6.17,52.38,65.807,9.633,matorral
85c328cbfffffff,-42.25,-65.184,104.0,0,0.032707836,35.0,13.4,266.45,6.17,52.38,57.712,1.159,matorral
85c328cffffffff,-42.11,-65.229,26.0,0,0.028359652,109.0,13.4,266.45,6.17,52.38,56.927,4.417,matorral
85c328dbfffffff,-42.34,-65.306,17.0,0,0.059420973,85.0,13.4,266.45,6.17,52.38,51.323,9.304,matorral
85c3290ffffffff,-40.763,-65.507,2.0,0,0.05561235,176.0,14.26,277.4,5.33,51.87,35.892,7.911,matorral
85c32913fffffff,-40.937,-65.746,9.0,0,0.081741765,243.0,14.26,277.4,5.33,51.87,45.674,8.462,matorral
85c3291bfffffff,-40.99,-65.583,2.0,0,0.05972927,195.0,14.26,277.4,5.33,51.87,46.368,15.407,matorral
85c32923fffffff,-40.484,-65.593,58.0,0,0.61308575,170.0,15.29,270.1,4.92,50.45,53.163,39.311,matorral
85c3292bfffffff,-40.536,-65.432,57.0,0,0.50666887,113.0,15.29,270.1,4.92,50.45,42.144,27.479,matorral
85c3293bfffffff,-40.623,-65.55,97.0,0,0.20607238,173.0,15.29,270.1,4.92,50.45,44.345,23.694,matorral
85c32943fffffff,-41.094,-65.257,1.0,0,0.08567785,121.0,14.77,324.85,5.73,60.38,34.672,11.169,matorral
85c32947fffffff,-40.954,-65.301,3.0,0,0.08477004,156.0,14.77,324.85,5.73,60.38,24.193,8.285,matorral
85c3295bfffffff,-41.233,-65.213,1.0,0,0.16050765,147.0,14.77,324.85,5.73,60.38,43.129,13.783,matorral
85c32963fffffff,-40.728,-65.227,64.0,0,0.27515927,54.0,15.35,288.35,5.1,52.84,14.945,3.37,matorral
85c3296bfffffff,-40.779,-65.065,205.0,1,0.8269212,31.0,15.35,288.35,5.1,52.84,3.806,3.853,agua
85c3296ffffffff,-40.64,-65.109,35.0,0,0.32502607,64.0,15.35,288.35,5.1,52.84,17.331,11.617,matorral
85c32973fffffff,-40.815,-65.345,45.0,0,0.7939616,170.0,15.35,288.35,5.1,52.84,21.816,0.146,matorral
85c32977fffffff,-40.675,-65.388,11.0,0,0.47628638,165.0,15.35,288.35,5.1,52.84,29.55,11.914,matorral
85c3297bfffffff,-40.867,-65.183,6.0,0,0.23961742,108.0,15.35,288.35,5.1,52.84,10.312,12.41,matorral
85c32987fffffff,-40.831,-66.072,3.0,0,0.027265187,249.0,13.3,248.2,5.48,50.11,18.723,7.222,matorral
85c3298bfffffff,-41.025,-65.866,28.0,0,0.10826954,296.0,13.3,248.2,5.48,50.11,46.025,18.773,matorral
